 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi
IR     GOES12  20080827  2255   20.59    47.28   200   20.3  314  55.10  0.91
IR     GOES12  20080827  2255   20.60    47.14   200   22.4  312  49.18  0.98
IR     GOES12  20080827  2255   20.53    46.56   200   22.6  317  44.52  0.96
IR     GOES12  20080827  2255   21.03    36.66   262   15.4  165  55.24  0.82
IR     GOES12  20080827  2255   20.57    35.83   350    9.8  146  61.38  0.83
IR     GOES12  20080827  2255   21.04    33.31   512   15.0   89  61.35  0.83
IR     GOES12  20080827  2255   20.84    33.04   525   11.5   93  66.47  0.79
IR     GOES12  20080827  2255   21.07    29.78   450   14.3  119  56.84  0.67
IR     GOES12  20080827  2255   21.12    29.60   500   11.2  117  67.28  0.62
IR     GOES12  20080827  2255   19.36    58.84   162    6.3  143  70.56  0.97
IR     GOES12  20080827  2255   19.69    58.54   175    9.4  137  57.22  0.55
IR     GOES12  20080827  2255   19.49    58.14   175    6.3  150  80.14  0.59
IR     GOES12  20080827  2255   19.62    55.66   175    5.0  192  77.28  0.64
IR     GOES12  20080827  2255   19.71    55.35   200    4.2  207  77.46  0.64
IR     GOES12  20080827  2255   19.51    54.95   175    4.2  213  73.63  0.98
IR     GOES12  20080827  2255   19.78    53.63   162    4.8  222  57.32  0.55
IR     GOES12  20080827  2255   19.60    52.74   150    8.1  242  56.37  0.60
IR     GOES12  20080827  2255   20.02    48.73   212   13.8  294  58.41  0.85
IR     GOES12  20080827  2255   19.87    48.48   212   11.3  306  62.46  0.96
IR     GOES12  20080827  2255   19.83    48.35   225    9.6  313  70.54  0.96
IR     GOES12  20080827  2255   19.81    47.80   200   14.9  309  67.60  0.96
IR     GOES12  20080827  2255   20.06    47.32   200   16.4  322  62.95  0.83
IR     GOES12  20080827  2255   19.99    44.17   375    7.8   85  64.54  0.64
IR     GOES12  20080827  2255   19.87    41.55   850   11.1   58  78.84  1.00
IR     GOES12  20080827  2255   20.10    40.86   868   11.0   61  82.69  0.97
IR     GOES12  20080827  2255   19.99    40.33   831   12.0   65  76.90  0.97
IR     GOES12  20080827  2255   20.30    39.84   831   11.5   67  83.69  0.98
IR     GOES12  20080827  2255   20.11    39.24   437   10.3   78  64.21  0.61
IR     GOES12  20080827  2255   20.02    37.31   237   13.1  166  73.51  0.92
IR     GOES12  20080827  2255   20.48    35.92   312   10.0  142  61.59  0.95
IR     GOES12  20080827  2255   20.09    35.42   275    8.2  123  66.51  0.97
IR     GOES12  20080827  2255   20.31    35.10   312    9.9  106  59.39  0.78
IR     GOES12  20080827  2255   20.28    33.70   262    7.6  102  55.71  0.51
IR     GOES12  20080827  2255   20.19    32.83   262    9.6  109  55.07  0.97
IR     GOES12  20080827  2255   20.19    32.80   262    9.7  108  54.29  0.93
IR     GOES12  20080827  2255   20.63    27.18   325    8.1  147  55.71  0.68
IR     GOES12  20080827  2255   19.28    58.82   175    6.4  143  74.17  1.00
IR     GOES12  20080827  2255   18.83    57.23   150    5.9  102  56.84  0.60
IR     GOES12  20080827  2255   19.21    56.22   150    6.0  259  48.37  0.72
IR     GOES12  20080827  2255   19.30    55.46   200    4.5  220  65.67  0.63
IR     GOES12  20080827  2255   19.18    55.38   212    3.7  242  61.50  0.72
IR     GOES12  20080827  2255   18.95    53.10   150    5.4  281  76.74  0.66
IR     GOES12  20080827  2255   19.13    52.13   225    7.5  323  64.83  0.67
IR     GOES12  20080827  2255   18.96    51.03   275    3.6  322  75.04  0.60
IR     GOES12  20080827  2255   19.01    50.54   275    3.6  309  63.99  0.86
IR     GOES12  20080827  2255   19.07    49.76   287    6.3    5  65.91  0.60
IR     GOES12  20080827  2255   19.23    49.67   287    6.0    7  65.10  0.60
IR     GOES12  20080827  2255   19.44    47.99   200   13.8  311  65.38  0.81
IR     GOES12  20080827  2255   19.40    47.92   200   13.3  312  64.78  0.91
IR     GOES12  20080827  2255   19.12    47.58   200   12.8  331  64.12  0.81
IR     GOES12  20080827  2255   19.40    42.12   831    9.8   48  74.89  0.84
IR     GOES12  20080827  2255   19.53    40.62   812   11.9   63  71.13  0.95
IR     GOES12  20080827  2255   19.67    40.19   812   11.7   61  74.38  0.96
IR     GOES12  20080827  2255   19.71    38.97   831    8.9   51  58.73  0.73
IR     GOES12  20080827  2255   19.77    38.43   237   15.6  173  67.08  0.84
IR     GOES12  20080827  2255   19.38    38.06   237   12.4  167  75.38  0.90
IR     GOES12  20080827  2255   19.85    37.40   237   11.7  162  71.47  0.81
IR     GOES12  20080827  2255   19.79    34.43   225    7.9  137  70.47  0.69
IR     GOES12  20080827  2255   19.84    34.28   237    7.9  134  79.12  0.95
IR     GOES12  20080827  2255   19.62    33.62   225    8.5  130  76.38  0.80
IR     GOES12  20080827  2255   19.43    33.07   212    9.0  136  67.28  0.87
IR     GOES12  20080827  2255   19.54    32.58   237    6.9  153  63.62  0.86
IR     GOES12  20080827  2255   19.67    32.31   225    7.1  138  79.72  0.83
IR     GOES12  20080827  2255   19.78    29.45   437   11.7  118  65.84  0.80
IR     GOES12  20080827  2255   19.87    28.37   437    9.5  111  71.35  0.70
IR     GOES12  20080827  2255   20.14    27.88   462   10.0  119  80.33  0.86
IR     GOES12  20080827  2255   19.94    26.69   325    4.0  130  68.96  0.80
IR     GOES12  20080827  2255   18.46    58.17   162    5.1  110  68.74  0.69
IR     GOES12  20080827  2255   18.56    54.90   162    4.6  213  57.86  0.91
IR     GOES12  20080827  2255   18.31    53.28   187    8.2  323  61.15  0.87
IR     GOES12  20080827  2255   18.76    52.96   175    7.5  289  70.72  0.70
IR     GOES12  20080827  2255   18.27    51.45   250    4.6  344  72.81  0.87
IR     GOES12  20080827  2255   18.30    50.34   275    4.0  353  73.37  0.69
IR     GOES12  20080827  2255   18.59    46.64   200   19.1  332  48.28  0.87
IR     GOES12  20080827  2255   18.59    46.59   200   19.1  333  48.02  0.84
IR     GOES12  20080827  2255   18.85    42.92   775   10.6   65  63.27  0.73
IR     GOES12  20080827  2255   19.00    42.17   812   10.2   49  72.75  0.94
IR     GOES12  20080827  2255   19.09    40.66   850   11.5   59  73.33  0.99
IR     GOES12  20080827  2255   19.14    40.20   831   10.9   61  81.43  0.98
IR     GOES12  20080827  2255   19.11    39.97   793   10.9   64  78.21  0.98
IR     GOES12  20080827  2255   18.80    39.34   775   10.1   62  76.62  0.98
IR     GOES12  20080827  2255   18.98    38.80   312   13.3  159  51.63  0.97
IR     GOES12  20080827  2255   18.78    36.56   337    8.7   95  56.01  0.71
IR     GOES12  20080827  2255   18.83    36.16   275    5.5   98  55.85  0.95
IR     GOES12  20080827  2255   19.26    34.43   300    8.4  104  71.77  0.90
IR     GOES12  20080827  2255   19.09    33.52   200    8.9  120  78.31  0.94
IR     GOES12  20080827  2255   19.32    32.77   225    8.4  149  61.68  0.92
IR     GOES12  20080827  2255   19.24    32.73   225    8.4  148  62.24  0.91
IR     GOES12  20080827  2255   18.89    32.31   225    4.5  139  59.31  0.66
IR     GOES12  20080827  2255   19.33    26.43   337    5.9   95  52.93  0.76
IR     GOES12  20080827  2255   18.10    58.21   175    4.7   85  71.22  0.89
IR     GOES12  20080827  2255   17.68    57.35   200    5.0  105  66.65  0.68
IR     GOES12  20080827  2255   17.72    57.20   175    5.0   98  64.91  0.62
IR     GOES12  20080827  2255   18.19    53.22   200    6.7  326  69.85  0.71
IR     GOES12  20080827  2255   17.89    52.44   200    9.3  338  62.03  0.79
IR     GOES12  20080827  2255   17.86    52.09   250    4.6  339  79.17  0.97
IR     GOES12  20080827  2255   18.14    51.90   275    4.9  349  62.84  0.99
IR     GOES12  20080827  2255   18.07    51.34   237    4.1  351  63.26  0.91
IR     GOES12  20080827  2255   18.13    50.62   275    3.2  324  65.01  0.96
IR     GOES12  20080827  2255   18.33    47.23   850    7.5   46  74.79  0.86
IR     GOES12  20080827  2255   17.85    47.17   850    8.1   50  78.79  0.96
IR     GOES12  20080827  2255   17.87    43.53   500   11.4   82  75.07  0.82
IR     GOES12  20080827  2255   18.41    40.35   812   10.8   56  69.26  1.00
IR     GOES12  20080827  2255   18.41    40.23   812   10.5   56  71.67  1.00
IR     GOES12  20080827  2255   18.53    39.00   312   10.4  152  63.79  0.92
IR     GOES12  20080827  2255   18.50    38.71   312   11.8  158  55.51  0.97
IR     GOES12  20080827  2255   18.27    38.19   287    8.3  158  75.97  0.63
IR     GOES12  20080827  2255   18.13    37.75   275    6.7  149  66.87  0.89
IR     GOES12  20080827  2255   18.34    37.56   237    7.9  136  60.78  0.87
IR     GOES12  20080827  2255   18.68    35.76   300    6.2   89  60.27  0.72
IR     GOES12  20080827  2255   18.43    34.87   300    7.5  107  77.44  0.92
IR     GOES12  20080827  2255   18.49    34.18   200   11.9  113  65.66  0.73
IR     GOES12  20080827  2255   18.39    33.68   200   12.3  117  62.06  0.98
IR     GOES12  20080827  2255   18.36    33.31   212   11.6  112  61.51  1.00
IR     GOES12  20080827  2255   18.72    32.42   212    4.2  122  56.69  0.74
IR     GOES12  20080827  2255   18.74    31.81   200    3.3  148  55.83  0.88
IR     GOES12  20080827  2255   18.52    31.29   200    4.4  145  61.69  0.84
IR     GOES12  20080827  2255   18.51    29.42   300   11.3  126  55.49  0.84
IR     GOES12  20080827  2255   18.53    27.67   275    9.0  146  63.12  0.82
IR     GOES12  20080827  2255   18.49    27.65   262    9.3  146  61.55  0.78
IR     GOES12  20080827  2255   17.04    58.10   175    7.8   35  59.10  0.92
IR     GOES12  20080827  2255   17.33    57.30   225    4.5  134  52.76  0.89
IR     GOES12  20080827  2255   17.33    57.23   212    5.1  123  55.10  0.82
IR     GOES12  20080827  2255   17.31    55.84   250    4.1   42  67.71  0.69
IR     GOES12  20080827  2255   17.13    55.41   225    6.7   68  58.52  0.79
IR     GOES12  20080827  2255   17.47    53.53   137    3.7  324  68.09  0.61
IR     GOES12  20080827  2255   17.26    52.22   237    7.4  344  64.67  0.98
IR     GOES12  20080827  2255   17.43    51.99   237    6.0  349  75.04  0.76
IR     GOES12  20080827  2255   17.56    51.37   225    6.2  346  73.92  0.96
IR     GOES12  20080827  2255   17.44    51.22   237    5.5  350  73.73  0.98
IR     GOES12  20080827  2255   17.22    50.71   237    6.3  340  69.60  0.96
IR     GOES12  20080827  2255   17.22    50.55   237    6.9  342  70.38  0.97
IR     GOES12  20080827  2255   17.21    49.08   850    6.8   61  79.52  0.98
IR     GOES12  20080827  2255   17.66    48.54   850    8.1   53  72.96  0.96
IR     GOES12  20080827  2255   17.27    48.22   850    8.2   46  73.13  1.00
IR     GOES12  20080827  2255   17.42    43.86   537   10.1   89  68.87  0.93
IR     GOES12  20080827  2255   17.83    43.52   500   11.8   84  71.51  0.80
IR     GOES12  20080827  2255   17.78    41.23   868    5.3   24  57.09  0.65
IR     GOES12  20080827  2255   17.42    41.21   831    8.0   56  72.01  0.95
IR     GOES12  20080827  2255   17.90    37.41   312    7.6  136  68.93  0.89
IR     GOES12  20080827  2255   17.92    35.53   275    6.9  132  64.28  0.76
IR     GOES12  20080827  2255   17.57    34.90   200    7.8   86  58.22  0.95
IR     GOES12  20080827  2255   17.54    34.58   200    9.6   99  71.73  0.87
IR     GOES12  20080827  2255   18.06    33.87   200   11.7  113  67.29  0.94
IR     GOES12  20080827  2255   17.83    33.27   200   13.8  113  56.47  0.96
IR     GOES12  20080827  2255   17.63    33.20   200   13.3  120  56.24  0.87
IR     GOES12  20080827  2255   18.18    31.57   175    4.8  143  60.00  0.84
IR     GOES12  20080827  2255   17.78    31.30   212    6.7  119  62.68  0.84
IR     GOES12  20080827  2255   17.82    29.07   200    7.8  143  74.28  0.62
IR     GOES12  20080827  2255   17.87    27.82   162   14.3  134  49.14  0.71
IR     GOES12  20080827  2255   17.87    27.74   162   12.8  143  54.80  0.67
IR     GOES12  20080827  2255   16.76    58.67   200    8.3   26  51.96  0.98
IR     GOES12  20080827  2255   16.69    58.35   187    8.9   30  54.74  0.81
IR     GOES12  20080827  2255   16.84    56.28   250    5.0   64  74.00  0.66
IR     GOES12  20080827  2255   16.89    55.65   225    6.4   72  61.63  0.89
IR     GOES12  20080827  2255   16.89    55.49   212    8.6   75  51.36  0.95
IR     GOES12  20080827  2255   16.50    53.28   175    9.9  339  65.98  0.85
IR     GOES12  20080827  2255   16.70    53.09   175   11.7  330  55.93  1.00
IR     GOES12  20080827  2255   16.83    52.53   225    7.9  344  64.20  0.99
IR     GOES12  20080827  2255   16.79    52.26   237    8.1  343  60.16  1.00
IR     GOES12  20080827  2255   16.80    51.77   250    8.7  354  57.16  0.83
IR     GOES12  20080827  2255   17.05    51.38   200    8.2  354  73.62  0.92
IR     GOES12  20080827  2255   16.93    51.25   212    7.2  357  72.48  0.99
IR     GOES12  20080827  2255   16.90    50.58   237    6.0  347  69.60  0.86
IR     GOES12  20080827  2255   16.91    50.46   237    5.8  353  70.21  0.66
IR     GOES12  20080827  2255   16.92    49.95   187    9.9  346  70.99  0.86
IR     GOES12  20080827  2255   16.98    48.74   850    7.0   58  79.39  0.91
IR     GOES12  20080827  2255   16.95    48.34   850    7.7   46  75.54  1.00
IR     GOES12  20080827  2255   17.05    47.80   850    8.2   51  79.88  1.00
IR     GOES12  20080827  2255   17.05    47.51   350    8.5   48  74.77  0.99
IR     GOES12  20080827  2255   16.83    46.85   325    8.2   47  63.70  1.00
IR     GOES12  20080827  2255   16.79    42.25   812    9.0   40  64.81  0.95
IR     GOES12  20080827  2255   17.15    42.02   812    6.2   42  72.56  0.90
IR     GOES12  20080827  2255   17.25    41.42   793    7.9   49  79.91  0.88
IR     GOES12  20080827  2255   16.97    40.07   793    5.0   67  63.65  0.87
IR     GOES12  20080827  2255   16.84    37.88   275    6.3   99  51.45  0.68
IR     GOES12  20080827  2255   17.37    36.25   262    6.6  102  64.22  0.82
IR     GOES12  20080827  2255   17.43    35.69   287    8.2  115  65.07  0.96
IR     GOES12  20080827  2255   16.99    35.44   200    8.3   84  62.59  0.96
IR     GOES12  20080827  2255   17.41    34.92   212    7.6   91  62.80  0.98
IR     GOES12  20080827  2255   17.07    34.34   237    6.7  115  66.56  0.74
IR     GOES12  20080827  2255   17.44    33.98   237    9.1  111  70.20  0.82
IR     GOES12  20080827  2255   17.38    33.57   200   12.3  104  65.49  0.95
IR     GOES12  20080827  2255   17.36    32.75   175   14.0  118  53.02  0.82
IR     GOES12  20080827  2255   17.33    32.63   175   13.2  116  55.35  0.95
IR     GOES12  20080827  2255   17.33    31.51   237    8.1  111  57.51  0.85
IR     GOES12  20080827  2255   17.57    30.29   300   13.5  123  52.29  0.93
IR     GOES12  20080827  2255   17.37    29.15   212    8.2  144  70.93  0.98
IR     GOES12  20080827  2255   17.38    28.80   237    9.5  152  77.71  0.98
IR     GOES12  20080827  2255   17.56    28.30   212    7.3  144  70.96  0.75
IR     GOES12  20080827  2255   17.48    27.28   225    4.8  173  57.36  0.66
IR     GOES12  20080827  2255   16.11    58.06   237    4.9   49  71.16  0.97
IR     GOES12  20080827  2255   16.19    57.99   262    4.8   52  77.72  1.00
IR     GOES12  20080827  2255   16.04    57.52   187    8.5   53  68.64  0.83
IR     GOES12  20080827  2255   15.89    57.14   175    6.3  346  50.31  0.82
IR     GOES12  20080827  2255   16.03    55.33   262    3.9   94  70.51  0.64
IR     GOES12  20080827  2255   16.11    55.21   262    3.3   88  72.80  0.96
IR     GOES12  20080827  2255   16.11    53.36   175    9.9  332  57.87  0.90
IR     GOES12  20080827  2255   16.34    53.09   187   11.6  333  54.43  0.94
IR     GOES12  20080827  2255   16.00    52.84   175   11.3    5  62.05  1.00
IR     GOES12  20080827  2255   16.32    52.46   200    9.1  358  71.76  0.99
IR     GOES12  20080827  2255   16.02    51.91   175   12.4    2  61.00  0.98
IR     GOES12  20080827  2255   16.41    51.48   175    8.6    1  68.22  0.99
IR     GOES12  20080827  2255   16.46    51.33   212    7.0  355  71.34  1.00
IR     GOES12  20080827  2255   16.15    51.03   175    7.4    4  62.87  0.98
IR     GOES12  20080827  2255   16.12    50.44   187    9.7  359  77.20  0.96
IR     GOES12  20080827  2255   16.24    50.24   187   10.0    3  75.19  0.99
IR     GOES12  20080827  2255   16.43    48.66   350    7.1   54  75.41  0.82
IR     GOES12  20080827  2255   16.29    48.20   868    7.7   52  83.45  1.00
IR     GOES12  20080827  2255   16.19    47.36   868    7.5   46  80.29  0.99
IR     GOES12  20080827  2255   16.27    47.11   325    7.8   45  66.89  1.00
IR     GOES12  20080827  2255   16.41    42.98   793    9.1   33  60.14  0.75
IR     GOES12  20080827  2255   16.26    41.26   793    6.1   42  72.32  0.98
IR     GOES12  20080827  2255   16.20    39.26   756    6.0   66  70.89  0.72
IR     GOES12  20080827  2255   16.74    37.07   287    5.8  122  79.17  0.80
IR     GOES12  20080827  2255   16.52    36.51   262    3.4  136  60.91  0.72
IR     GOES12  20080827  2255   16.69    36.05   250    6.4  124  65.12  0.80
IR     GOES12  20080827  2255   16.81    34.92   237    7.9  123  59.08  0.95
IR     GOES12  20080827  2255   16.94    33.28   212   12.2   88  54.53  0.93
IR     GOES12  20080827  2255   16.87    32.96   212   12.2   94  55.89  0.94
IR     GOES12  20080827  2255   16.93    32.56   262    9.3  105  61.42  0.97
IR     GOES12  20080827  2255   16.54    30.91   300    5.8   80  53.68  0.89
IR     GOES12  20080827  2255   17.05    30.06   162    8.7  139  77.40  0.99
IR     GOES12  20080827  2255   16.91    29.52   237   10.9  151  75.41  0.99
IR     GOES12  20080827  2255   17.06    28.83   262   11.8  154  67.51  0.98
IR     GOES12  20080827  2255   16.92    28.15   275    8.9  112  51.41  0.55
IR     GOES12  20080827  2255   15.52    58.24   237    5.9   42  70.39  0.87
IR     GOES12  20080827  2255   15.41    57.74   262    8.7   47  56.21  0.70
IR     GOES12  20080827  2255   15.50    57.46   187    8.5   37  72.45  0.92
IR     GOES12  20080827  2255   15.47    54.22   150   14.3  351  53.67  0.89
IR     GOES12  20080827  2255   15.39    54.11   162   12.3    0  66.27  0.82
IR     GOES12  20080827  2255   15.83    53.47   162   11.5  345  63.79  0.71
IR     GOES12  20080827  2255   15.45    53.28   162   12.4  353  64.83  0.88
IR     GOES12  20080827  2255   15.73    52.74   175    9.6    6  66.06  0.99
IR     GOES12  20080827  2255   15.78    51.97   175   11.9    4  63.23  0.99
IR     GOES12  20080827  2255   15.60    49.08   868    7.0   64  73.67  0.97
IR     GOES12  20080827  2255   15.92    48.70   850    6.9   55  84.77  0.99
IR     GOES12  20080827  2255   15.70    48.38   850    7.4   50  79.53  1.00
IR     GOES12  20080827  2255   15.52    47.69   868    7.3   48  82.85  0.99
IR     GOES12  20080827  2255   15.52    47.56   887    7.4   47  82.95  1.00
IR     GOES12  20080827  2255   15.74    46.45   868    7.7   48  79.38  0.96
IR     GOES12  20080827  2255   15.83    42.72   756   10.0   75  54.76  0.62
IR     GOES12  20080827  2255   15.82    41.48   793   10.6   35  54.69  0.73
IR     GOES12  20080827  2255   15.92    39.13   718    8.0   51  67.47  0.94
IR     GOES12  20080827  2255   15.89    38.99   718    6.7   51  77.70  0.64
IR     GOES12  20080827  2255   15.90    35.90   237   11.0   71  53.12  0.91
IR     GOES12  20080827  2255   15.70    35.74   275   11.2   80  50.40  0.75
IR     GOES12  20080827  2255   16.10    33.35   237    8.5   97  67.40  0.82
IR     GOES12  20080827  2255   16.14    33.17   212    8.6   96  65.57  0.91
IR     GOES12  20080827  2255   16.33    32.25   250    8.5  111  64.36  0.95
IR     GOES12  20080827  2255   16.27    31.71   300    3.2   50  52.42  0.80
IR     GOES12  20080827  2255   16.33    31.06   300    5.5   82  56.59  0.74
IR     GOES12  20080827  2255   16.39    30.42   162    9.6  120  58.76  0.83
IR     GOES12  20080827  2255   16.04    29.00   250   13.5  151  62.48  0.91
IR     GOES12  20080827  2255   16.29    28.79   250   12.0  145  65.57  0.96
IR     GOES12  20080827  2255   16.12    27.63   250    8.3  134  69.40  0.83
IR     GOES12  20080827  2255   14.68    57.72   187    3.7   28  49.16  0.62
IR     GOES12  20080827  2255   15.08    56.57   187    4.3   35  55.40  0.68
IR     GOES12  20080827  2255   15.09    53.35   162    9.5  350  63.33  0.90
IR     GOES12  20080827  2255   15.06    53.17   162   12.0  354  66.97  0.96
IR     GOES12  20080827  2255   14.98    48.88   337    6.7   55  73.31  0.85
IR     GOES12  20080827  2255   15.30    48.63   850    6.9   51  80.20  1.00
IR     GOES12  20080827  2255   15.23    48.25   850    7.8   51  75.21  1.00
IR     GOES12  20080827  2255   14.90    47.18   312    7.5   41  74.24  1.00
IR     GOES12  20080827  2255   15.19    44.61   793    8.1   66  64.33  0.78
IR     GOES12  20080827  2255   15.00    44.30   793    7.1   57  77.75  0.66
IR     GOES12  20080827  2255   15.30    41.68   812    7.3   44  75.25  0.90
IR     GOES12  20080827  2255   15.08    41.17   775    8.4   67  61.14  0.72
IR     GOES12  20080827  2255   15.30    37.47   187    4.7   59  60.10  0.92
IR     GOES12  20080827  2255   15.43    36.98   212    8.0   72  74.89  0.98
IR     GOES12  20080827  2255   15.58    35.87   262    9.5   81  56.03  0.75
IR     GOES12  20080827  2255   15.38    34.67   262    7.5  112  60.72  0.63
IR     GOES12  20080827  2255   15.57    33.39   187    9.2   88  61.39  0.99
IR     GOES12  20080827  2255   15.38    33.11   212    9.9   89  56.89  0.99
IR     GOES12  20080827  2255   15.57    32.30   275    9.6   82  51.28  0.70
IR     GOES12  20080827  2255   15.49    32.19   262    9.2   88  51.05  0.95
IR     GOES12  20080827  2255   15.85    29.85   212   11.0  153  73.19  0.73
IR     GOES12  20080827  2255   15.34    29.45   237   12.3  163  63.87  0.99
IR     GOES12  20080827  2255   15.50    29.24   225   12.5  160  62.98  0.99
IR     GOES12  20080827  2255   15.89    28.49   275    9.4  135  66.98  0.98
IR     GOES12  20080827  2255   15.83    27.86   262    9.1  120  57.90  0.66
IR     GOES12  20080827  2255   14.52    57.99   212    7.2   43  67.23  0.92
IR     GOES12  20080827  2255   14.53    57.88   187    6.1   38  55.48  0.97
IR     GOES12  20080827  2255   14.18    57.54   162   13.0   40  64.59  0.60
IR     GOES12  20080827  2255   14.34    54.57   137   12.4   14  64.61  0.69
IR     GOES12  20080827  2255   14.35    54.19   137   11.2   19  74.79  0.95
IR     GOES12  20080827  2255   14.35    54.16   137   11.1   19  75.45  0.95
IR     GOES12  20080827  2255   14.44    53.48   212    5.5   11  64.90  0.93
IR     GOES12  20080827  2255   14.59    53.32   200    5.8  358  59.09  0.77
IR     GOES12  20080827  2255   14.61    52.55   137   13.2   27  52.88  0.65
IR     GOES12  20080827  2255   14.20    49.23   868    6.1   63  75.03  0.90
IR     GOES12  20080827  2255   14.71    47.21   325    7.6   42  75.90  1.00
IR     GOES12  20080827  2255   14.69    44.30   812    6.8   47  76.77  0.95
IR     GOES12  20080827  2255   14.82    42.30   675    7.8   69  63.76  0.59
IR     GOES12  20080827  2255   14.53    41.40   537    7.6   81  60.59  0.85
IR     GOES12  20080827  2255   14.65    41.09   756    7.2   47  73.75  0.88
IR     GOES12  20080827  2255   14.70    40.50   793    6.3   41  77.65  0.95
IR     GOES12  20080827  2255   14.48    40.03   462    6.8   44  59.23  0.62
IR     GOES12  20080827  2255   14.98    37.53   187    6.8   64  70.38  0.76
IR     GOES12  20080827  2255   15.03    37.14   200    7.8   66  75.33  0.89
IR     GOES12  20080827  2255   14.68    36.80   187    9.2   68  67.95  0.95
IR     GOES12  20080827  2255   14.98    33.33   162    9.9   85  55.36  1.00
IR     GOES12  20080827  2255   14.81    29.52   275    7.8  172  60.80  0.73
IR     GOES12  20080827  2255   14.89    28.41   250   14.3  156  51.59  0.95
IR     GOES12  20080827  2255   13.72    57.93   187    8.4   30  57.15  0.63
IR     GOES12  20080827  2255   13.73    57.29   200    8.5   43  69.36  0.97
IR     GOES12  20080827  2255   13.73    57.24   187    8.5   41  62.58  0.93
IR     GOES12  20080827  2255   13.70    56.41   150   11.4   29  67.22  0.88
IR     GOES12  20080827  2255   13.76    55.20   175   12.5   26  72.87  0.98
IR     GOES12  20080827  2255   13.87    55.09   175   13.3   27  65.17  0.99
IR     GOES12  20080827  2255   13.88    54.78   175   14.5   27  58.27  0.99
IR     GOES12  20080827  2255   14.00    54.16   137    9.8   23  66.62  0.97
IR     GOES12  20080827  2255   14.00    54.08   137    9.7   20  66.47  0.92
IR     GOES12  20080827  2255   14.05    53.63   137   15.6   11  50.70  0.77
IR     GOES12  20080827  2255   14.09    49.09   362    5.6   67  60.48  0.87
IR     GOES12  20080827  2255   13.86    48.85   868    4.2   59  69.27  0.85
IR     GOES12  20080827  2255   13.84    47.76   362    6.8   45  68.55  0.96
IR     GOES12  20080827  2255   13.93    47.31   868    6.6   44  84.11  0.96
IR     GOES12  20080827  2255   14.13    46.94   868    7.1   40  79.75  0.99
IR     GOES12  20080827  2255   13.88    45.99   850    5.8   40  79.51  0.97
IR     GOES12  20080827  2255   14.04    45.86   850    6.3   43  82.69  0.96
IR     GOES12  20080827  2255   14.10    41.38   550    6.8   81  60.30  0.96
IR     GOES12  20080827  2255   13.95    40.98   737    5.0   47  80.83  0.79
IR     GOES12  20080827  2255   13.88    40.62   812    6.1   31  69.85  0.80
IR     GOES12  20080827  2255   14.36    37.01   175    8.7   72  67.31  0.99
IR     GOES12  20080827  2255   14.36    36.94   175    8.7   72  67.59  0.99
IR     GOES12  20080827  2255   14.26    36.54   187    9.2   73  68.19  0.85
IR     GOES12  20080827  2255   14.23    34.74   212    6.3  105  62.76  0.99
IR     GOES12  20080827  2255   14.15    34.66   212    6.3  100  66.75  0.99
IR     GOES12  20080827  2255   14.01    34.08   212    7.8   60  51.76  0.86
IR     GOES12  20080827  2255   14.14    32.02   262    7.2  168  57.56  0.55
IR     GOES12  20080827  2255   14.20    31.52   212    9.2  159  68.68  0.98
IR     GOES12  20080827  2255   14.34    30.84   212   11.8  174  55.23  0.76
IR     GOES12  20080827  2255   14.22    30.66   262   10.0  180  54.45  0.94
IR     GOES12  20080827  2255   13.19    57.66   162   12.0   41  65.60  0.94
IR     GOES12  20080827  2255   13.04    57.28   162   11.4   44  60.65  0.99
IR     GOES12  20080827  2255   13.24    56.46   200    9.0   33  66.78  0.72
IR     GOES12  20080827  2255   13.36    55.91   137   14.5   34  62.89  0.99
IR     GOES12  20080827  2255   13.40    55.86   137   14.2   35  63.88  0.97
IR     GOES12  20080827  2255   13.30    55.36   175   14.6   32  62.28  0.94
IR     GOES12  20080827  2255   13.43    49.06   337    5.4   50  61.09  0.74
IR     GOES12  20080827  2255   13.29    48.68   868    5.6   48  82.71  0.75
IR     GOES12  20080827  2255   13.57    47.93   362    6.5   44  66.63  0.98
IR     GOES12  20080827  2255   13.54    47.37   850    6.1   44  83.78  1.00
IR     GOES12  20080827  2255   13.47    47.02   850    6.5   45  79.86  0.63
IR     GOES12  20080827  2255   13.40    46.75   850    6.0   33  75.57  0.92
IR     GOES12  20080827  2255   13.38    45.76   850    6.2   38  79.82  0.84
IR     GOES12  20080827  2255   13.34    45.74   850    6.2   37  79.25  0.88
IR     GOES12  20080827  2255   13.64    44.20   793    6.5   42  72.11  0.82
IR     GOES12  20080827  2255   13.56    42.46   775    8.0   70  59.19  0.92
IR     GOES12  20080827  2255   13.69    37.01   812    3.6    6  69.65  0.94
IR     GOES12  20080827  2255   13.63    36.35   831    3.7  353  65.11  0.82
IR     GOES12  20080827  2255   13.75    34.89   237    6.3   89  76.14  0.97
IR     GOES12  20080827  2255   13.56    34.46   225    7.4   64  56.19  0.66
IR     GOES12  20080827  2255   13.77    34.24   225    7.3   67  56.58  0.94
IR     GOES12  20080827  2255   13.58    33.90   225    8.2   76  55.61  0.93
IR     GOES12  20080827  2255   13.50    32.34   225   11.3  159  52.86  0.97
IR     GOES12  20080827  2255   13.88    31.37   200   11.1  155  64.83  0.79
