 type   sat      day     hms     lat     lon     pre   spd   dir   rff    qi
IR     GOES12  20080827  2255   13.58    30.86   250    8.0  164  71.13  0.94
IR     GOES12  20080827  2255   13.63    30.38   262    8.9  179  56.77  0.95
IR     GOES12  20080827  2255   12.81    57.23   187   12.0   42  78.25  0.95
IR     GOES12  20080827  2255   12.87    56.19   175   16.5   31  57.05  0.83
IR     GOES12  20080827  2255   12.89    47.06   850    6.1   42  81.67  0.97
IR     GOES12  20080827  2255   12.67    46.91   850    6.4   39  77.29  1.00
IR     GOES12  20080827  2255   12.96    45.67   350    5.9   38  78.84  0.81
IR     GOES12  20080827  2255   13.10    44.10   793    4.7   49  79.40  0.65
IR     GOES12  20080827  2255   12.82    43.04   812    6.8   47  67.43  0.86
IR     GOES12  20080827  2255   13.26    35.34   275    6.2   84  76.89  0.98
IR     GOES12  20080827  2255   12.98    32.72   200    8.2  149  62.17  0.97
IR     GOES12  20080827  2255   13.00    31.97   187    8.7  150  69.61  0.95
IR     GOES12  20080827  2255   12.89    31.69   187    8.3  149  71.29  0.99
IR     GOES12  20080827  2255   13.26    27.98   200   12.3   97  55.66  0.93
IR     GOES12  20080827  2255   12.16    57.93   175   14.8   47  64.80  0.60
IR     GOES12  20080827  2255   12.04    47.72   850    5.8   35  75.53  0.95
IR     GOES12  20080827  2255   12.47    47.22   850    6.0   38  79.86  1.00
IR     GOES12  20080827  2255   12.44    46.84   275    6.1   34  66.89  0.60
IR     GOES12  20080827  2255   12.41    46.20   850    4.7   38  78.09  0.90
IR     GOES12  20080827  2255   12.14    46.19   850    5.2   38  81.38  0.92
IR     GOES12  20080827  2255   12.12    43.05   812    6.2   45  67.30  0.91
IR     GOES12  20080827  2255   12.35    34.53   337    5.9  174  55.28  0.99
IR     GOES12  20080827  2255   12.35    34.50   337    6.0  175  54.93  0.96
IR     GOES12  20080827  2255   12.37    33.58   250    6.5  128  66.36  0.78
IR     GOES12  20080827  2255   12.70    33.03   187    9.7  109  60.53  0.79
IR     GOES12  20080827  2255   12.78    32.84   187    8.2  123  74.17  0.72
IR     GOES12  20080827  2255   12.77    31.72   187    8.1  148  70.35  0.99
IR     GOES12  20080827  2255   12.46    31.56   200    5.6  150  59.79  0.73
IR     GOES12  20080827  2255   12.35    31.03   237   11.9  110  49.24  0.79
IR     GOES12  20080827  2255   12.54    29.91   237    8.5  182  47.05  0.67
IR     GOES12  20080827  2255   12.33    28.83   212   11.3  105  65.89  0.84
IR     GOES12  20080827  2255   12.82    28.16   187    8.8  136  54.48  0.50
IR     GOES12  20080827  2255   11.53    48.61   906    4.6   50  81.07  0.90
IR     GOES12  20080827  2255   11.85    47.36   362    5.3   39  70.46  0.93
IR     GOES12  20080827  2255   11.59    47.29   362    5.1   26  63.08  0.91
IR     GOES12  20080827  2255   11.38    46.11   868    5.7   33  69.20  0.96
IR     GOES12  20080827  2255   11.88    43.49   793    5.0   64  66.15  0.80
IR     GOES12  20080827  2255   11.56    42.18   831    3.8   17  79.01  0.98
IR     GOES12  20080827  2255   11.80    41.67   812    4.6   39  66.12  0.65
IR     GOES12  20080827  2255   11.67    33.28   237    6.4  155  53.31  0.62
IR     GOES12  20080827  2255   11.75    33.17   225    5.6  142  57.89  0.90
IR     GOES12  20080827  2255   11.73    30.99   262   11.8   97  48.93  0.88
IR     GOES12  20080827  2255   11.75    28.56   237    9.4   85  67.25  0.69
IR     GOES12  20080827  2255   10.89    53.46   737    8.0   62  55.48  0.73
IR     GOES12  20080827  2255   10.86    53.16   350    5.4   14  52.19  0.94
IR     GOES12  20080827  2255   11.11    51.07   887    4.3   75  77.29  0.94
IR     GOES12  20080827  2255   11.24    47.62   887    5.3   38  74.13  0.99
IR     GOES12  20080827  2255   11.32    42.90   812    3.6   29  79.59  0.73
IR     GOES12  20080827  2255   11.36    42.68   812    3.5   20  81.46  0.77
IR     GOES12  20080827  2255   11.37    42.29   831    3.8    1  75.13  0.65
IR     GOES12  20080827  2255   11.46    34.12   250    9.3  111  62.00  0.68
IR     GOES12  20080827  2255   11.32    33.10   225    4.6  159  50.63  0.82
IR     GOES12  20080827  2255   10.24    54.73   337    5.2   76  57.65  0.95
IR     GOES12  20080827  2255   10.59    53.82   700    5.0   67  76.80  0.70
IR     GOES12  20080827  2255   10.29    53.33   537    7.0   47  74.43  0.62
IR     GOES12  20080827  2255   10.29    53.30   537    7.0   47  74.51  0.60
IR     GOES12  20080827  2255   10.59    50.67   868    4.1   84  79.47  0.97
IR     GOES12  20080827  2255   10.50    41.71   793    3.1  317  79.40  0.93
IR     GOES12  20080827  2255   10.89    35.11   200    6.5   97  69.90  0.69
IR     GOES12  20080827  2255   10.03    52.71   375    5.1   26  56.98  0.77
IR     GOES12  20080827  2255   10.08    49.38   887    4.2   80  78.17  0.93
IR     GOES12  20080827  2255   10.00    49.16   887    4.0   85  78.94  0.99
IR     GOES12  20080827  2255    9.78    46.13   868    3.2   55  66.65  0.80
IR     GOES12  20080827  2255   10.05    43.41   812    3.3  353  66.56  0.62
IR     GOES12  20080827  2255   10.00    31.22   250    5.5  104  57.69  0.59
IR     GOES12  20080827  2255    9.27    39.69   375    3.2  246  71.18  0.95
IR     GOES12  20080827  2255    9.59    36.41   262   11.2   75  56.38  0.80
IR     GOES12  20080827  2255    8.80    45.75   175   11.9  152  45.18  0.90
IR     GOES12  20080827  2255    8.83    34.02   250   13.0   95  52.47  0.68
IR     GOES12  20080827  2255    8.91    33.81   312    6.2  120  60.81  0.53
IR     GOES12  20080827  2255    8.16    52.74   887    5.1   88  73.82  0.63
IR     GOES12  20080827  2255    8.38    46.72   275   11.0  177  49.14  0.85
IR     GOES12  20080827  2255    8.30    46.55   287    9.5  179  52.97  0.94
IR     GOES12  20080827  2255    8.36    45.18   300    4.5  179  74.27  0.54
IR     GOES12  20080827  2255    8.29    41.65   212    6.2  128  61.37  0.68
IR     GOES12  20080827  2255    8.17    39.78   337    3.9  218  51.02  0.79
IR     GOES12  20080827  2255    8.64    34.12   200   12.9   95  55.76  0.60
IR     GOES12  20080827  2255    8.64    33.70   312    3.7  148  68.94  0.66
IR     GOES12  20080827  2255    8.35    32.76   375    7.1  129  73.53  0.74
IR     GOES12  20080827  2255    8.22    31.57   262    7.6   91  53.62  0.83
IR     GOES12  20080827  2255    7.99    38.74   225    8.2   63  69.48  0.98
IR     GOES12  20080827  2255    8.14    31.58   262    7.6   88  53.90  0.74
IR     GOES12  20080827  2255    7.19    53.16   887    5.0   98  79.54  0.82
IR     GOES12  20080827  2255    7.12    41.78   387    3.4   53  68.57  0.50
IR     GOES12  20080827  2255    7.05    32.30   262   11.9   70  61.49  0.94
IR     GOES12  20080827  2255    7.17    31.98   312    7.1   73  54.88  0.69
IR     GOES12  20080827  2255    7.38    31.13   237   16.3   55  56.49  0.63
IR     GOES12  20080827  2255    6.75    52.20   325    6.8   99  50.61  0.91
IR     GOES12  20080827  2255    6.64    40.80   425    4.8   42  69.99  0.64
IR     GOES12  20080827  2255    6.86    34.95   287    3.4   73  57.95  0.62
IR     GOES12  20080827  2255    6.87    34.45   287    4.9   60  62.89  0.92
IR     GOES12  20080827  2255    6.82    32.63   250    9.8   68  53.73  0.86
IR     GOES12  20080827  2255    6.86    32.53   237   11.2   67  57.26  0.75
IR     GOES12  20080827  2255    6.56    31.63   275   18.6   58  62.70  0.97
IR     GOES12  20080827  2255    6.80    31.32   262   19.0   59  57.06  0.96
IR     GOES12  20080827  2255    6.96    30.92   287   17.7   56  67.56  0.93
IR     GOES12  20080827  2255    6.17    50.62   337    5.0  103  56.32  0.81
IR     GOES12  20080827  2255    5.89    48.39   325    3.9   63  50.95  0.62
IR     GOES12  20080827  2255    5.93    40.14   462    4.0   55  71.39  0.90
IR     GOES12  20080827  2255    5.90    35.32   262    8.4   67  52.96  0.51
IR     GOES12  20080827  2255    6.30    34.42   287    5.5   64  56.27  0.81
IR     GOES12  20080827  2255    6.15    33.57   275   10.9   50  62.82  0.80
IR     GOES12  20080827  2255    6.32    32.73   250   13.7   65  60.27  0.93
IR     GOES12  20080827  2255    5.86    32.32   237   18.7   52  67.64  0.82
IR     GOES12  20080827  2255    6.10    31.96   287   17.5   56  75.82  0.97
IR     GOES12  20080827  2255    6.10    31.59   312   17.3   56  65.90  0.79
IR     GOES12  20080827  2255    5.44    36.01   437    6.5   71  66.69  0.98
IR     GOES12  20080827  2255    5.40    35.96   437    7.3   72  63.14  0.65
IR     GOES12  20080827  2255    5.37    35.22   287   13.8   60  58.02  0.62
IR     GOES12  20080827  2255    5.42    34.71   237   20.6   51  54.36  0.98
IR     GOES12  20080827  2255    5.73    34.17   250   16.3   48  71.54  0.97
IR     GOES12  20080827  2255    5.77    34.04   237   16.6   47  69.37  0.97
IR     GOES12  20080827  2255    5.44    32.51   262   19.9   52  66.86  0.90
IR     GOES12  20080827  2255    5.64    32.02   275   19.6   56  71.30  0.98
IR     GOES12  20080827  2255    5.38    31.51   287   21.2   50  63.24  0.93
IR     GOES12  20080827  2255    4.82    41.92   850    4.9  153  77.53  0.89
IR     GOES12  20080827  2255    5.23    34.70   237   19.7   50  59.56  0.99
IR     GOES12  20080827  2255    5.09    33.04   237   16.1   49  58.44  0.92
IR     GOES12  20080827  2255    5.09    33.01   237   16.3   50  59.48  0.94
IR     GOES12  20080827  2255    4.83    32.07   212   24.3   48  55.40  1.00
IR     GOES12  20080827  2255    4.80    31.97   225   24.2   48  54.85  1.00
IR     GOES12  20080827  2255    5.26    31.42   225   22.9   48  53.67  0.98
IR     GOES12  20080827  2255    4.31    40.38   850    6.9  142  64.02  0.87
IR     GOES12  20080827  2255    4.24    39.82   187   13.7   66  59.62  0.94
IR     GOES12  20080827  2255    4.20    39.79   187   13.7   66  60.08  0.94
IR     GOES12  20080827  2255    4.32    34.08   225   15.4   49  54.32  0.73
IR     GOES12  20080827  2255    4.32    33.63   225   19.0   47  66.68  0.95
IR     GOES12  20080827  2255    4.21    33.35   212   21.0   47  70.93  0.90
IR     GOES12  20080827  2255    4.14    32.93   200   27.6   47  49.22  0.70
IR     GOES12  20080827  2255    4.61    32.03   225   24.3   48  55.64  1.00
IR     GOES12  20080827  2255    4.00    41.61   868    5.7  140  78.83  0.96
IR     GOES12  20080827  2255    4.10    33.33   212   21.2   49  76.92  0.86
WV     GOES12  20080827  2255   33.85    56.84   187   14.4  235  65.95  0.86
WV     GOES12  20080827  2255   33.83    54.53   225    9.9  285  69.50  0.95
WV     GOES12  20080827  2255   33.12    58.78   325   17.8  249  56.92  0.95
WV     GOES12  20080827  2255   33.03    58.45   250   16.1  258  70.51  1.00
WV     GOES12  20080827  2255   33.10    57.92   200   14.0  252  71.46  0.97
WV     GOES12  20080827  2255   33.10    57.76   200   14.9  247  63.38  0.97
WV     GOES12  20080827  2255   33.46    56.94   187   12.5  249  74.29  0.88
WV     GOES12  20080827  2255   33.15    56.30   175   12.2  265  80.34  1.00
WV     GOES12  20080827  2255   33.15    56.22   175   11.7  265  77.42  0.92
WV     GOES12  20080827  2255   33.50    55.68   187    9.6  268  67.02  0.91
WV     GOES12  20080827  2255   33.32    55.32   237    8.6  266  71.16  0.82
WV     GOES12  20080827  2255   33.64    54.47   212   12.7  298  56.93  0.93
WV     GOES12  20080827  2255   33.55    54.25   212   12.0  308  60.19  0.80
WV     GOES12  20080827  2255   33.41    54.09   212   11.9  310  64.98  0.84
WV     GOES12  20080827  2255   33.43    53.66   212   13.0  313  63.35  1.00
WV     GOES12  20080827  2255   33.60    52.99   212   12.9  323  72.88  0.89
WV     GOES12  20080827  2255   33.42    52.70   200   12.0  322  59.68  0.88
WV     GOES12  20080827  2255   33.37    51.45   225   15.8  351  71.46  0.97
WV     GOES12  20080827  2255   33.38    51.04   237   17.8  354  57.97  0.92
WV     GOES12  20080827  2255   33.52    46.79   350    3.7   95  74.10  0.74
WV     GOES12  20080827  2255   32.79    58.53   237   16.2  261  62.75  1.00
WV     GOES12  20080827  2255   32.38    58.04   187   12.3  264  72.37  0.69
WV     GOES12  20080827  2255   32.65    56.95   200    9.8  283  60.14  0.93
WV     GOES12  20080827  2255   32.71    56.55   225    7.6  275  66.87  0.67
WV     GOES12  20080827  2255   32.49    55.95   250    7.6  293  67.16  0.96
WV     GOES12  20080827  2255   32.45    55.80   237    4.9  272  59.14  0.80
WV     GOES12  20080827  2255   32.90    55.13   250    9.1  277  63.04  0.82
WV     GOES12  20080827  2255   32.82    54.60   262   12.4  311  49.40  0.92
WV     GOES12  20080827  2255   33.03    54.06   200   13.0  312  67.22  0.97
WV     GOES12  20080827  2255   32.46    53.98   225   13.0  334  59.22  0.99
WV     GOES12  20080827  2255   33.06    53.27   275   13.7  331  49.58  0.98
WV     GOES12  20080827  2255   32.88    51.70   225   13.7  351  67.43  0.86
WV     GOES12  20080827  2255   32.69    51.53   212   17.4  355  69.87  0.98
WV     GOES12  20080827  2255   33.25    46.44   362    6.5   95  58.93  0.68
WV     GOES12  20080827  2255   33.33    45.73   362    4.8  144  62.20  0.63
WV     GOES12  20080827  2255   32.96    44.49   350    5.3  139  75.39  0.61
WV     GOES12  20080827  2255   33.02    43.32   250    6.0  121  67.80  0.99
WV     GOES12  20080827  2255   33.07    43.23   250    5.9  123  69.21  0.97
WV     GOES12  20080827  2255   33.26    42.39   250    5.5  149  75.00  0.58
WV     GOES12  20080827  2255   33.25    41.68   350    9.4  154  63.75  0.99
WV     GOES12  20080827  2255   33.58    35.85   262   14.2  214  68.03  0.94
WV     GOES12  20080827  2255   33.59    35.74   262   13.5  217  73.94  0.99
WV     GOES12  20080827  2255   33.96    34.47   287   14.7  227  57.15  0.99
WV     GOES12  20080827  2255   33.87    34.34   287   14.4  226  57.11  0.94
WV     GOES12  20080827  2255   31.99    58.60   275   12.4  271  71.05  0.93
WV     GOES12  20080827  2255   31.94    58.53   275   12.0  272  72.04  0.92
WV     GOES12  20080827  2255   32.10    57.86   175   13.2  282  63.51  0.90
WV     GOES12  20080827  2255   31.97    57.51   225    8.5  291  66.63  0.78
WV     GOES12  20080827  2255   31.93    57.25   237    9.3  300  61.33  0.93
WV     GOES12  20080827  2255   32.06    56.28   237   10.9  307  55.57  0.96
WV     GOES12  20080827  2255   32.16    55.87   225    6.5  293  70.33  0.96
WV     GOES12  20080827  2255   31.75    55.57   250    5.2  302  67.31  0.75
WV     GOES12  20080827  2255   32.16    54.39   325    9.9  321  51.95  0.63
WV     GOES12  20080827  2255   32.10    53.61   300    7.4  357  70.11  0.63
WV     GOES12  20080827  2255   31.89    52.89   275   15.3    6  48.62  0.99
WV     GOES12  20080827  2255   31.89    52.86   287   15.5    6  47.88  0.96
WV     GOES12  20080827  2255   32.20    51.98   212   18.9  358  61.22  1.00
WV     GOES12  20080827  2255   32.06    51.91   225   18.6  358  58.21  0.99
WV     GOES12  20080827  2255   32.42    51.31   200   20.0    3  56.19  0.98
WV     GOES12  20080827  2255   32.54    47.34   362    3.3  108  65.69  0.63
WV     GOES12  20080827  2255   32.58    46.42   362    3.8   86  67.56  0.76
WV     GOES12  20080827  2255   32.60    44.93   350    4.5  151  71.63  0.85
WV     GOES12  20080827  2255   32.63    44.42   350    6.4  129  64.45  0.67
WV     GOES12  20080827  2255   32.42    43.82   337    5.7  155  75.21  0.96
WV     GOES12  20080827  2255   32.57    43.59   250    5.6  130  64.50  0.81
WV     GOES12  20080827  2255   32.50    43.05   300    7.1  171  68.87  0.73
WV     GOES12  20080827  2255   32.53    41.52   350    8.8  158  66.25  0.96
WV     GOES12  20080827  2255   32.35    41.41   350    8.6  167  73.89  1.00
WV     GOES12  20080827  2255   32.65    36.87   250   15.7  202  77.10  0.94
WV     GOES12  20080827  2255   32.89    36.04   250   15.2  210  77.27  0.94
WV     GOES12  20080827  2255   32.60    36.08   262   14.0  209  75.62  0.96
WV     GOES12  20080827  2255   32.96    31.07   337    6.2  207  52.08  0.66
WV     GOES12  20080827  2255   33.21    28.08   337    7.1  282  71.58  0.63
WV     GOES12  20080827  2255   33.67    26.45   325   11.6  283  62.11  0.80
WV     GOES12  20080827  2255   31.14    58.91   300    7.8  295  64.21  0.96
WV     GOES12  20080827  2255   31.43    58.32   175    9.4  302  60.69  0.99
WV     GOES12  20080827  2255   31.20    58.27   175    8.8  304  64.26  0.99
WV     GOES12  20080827  2255   31.23    57.25   175    9.2  308  69.84  0.99
WV     GOES12  20080827  2255   30.86    57.15   175    9.6  317  69.56  0.88
WV     GOES12  20080827  2255   31.26    56.45   275   11.0  316  55.95  1.00
WV     GOES12  20080827  2255   31.08    56.06   225    7.6  320  74.04  0.97
WV     GOES12  20080827  2255   31.00    55.81   262    5.3  324  67.68  0.91
WV     GOES12  20080827  2255   31.52    55.41   325    5.2  308  75.25  0.82
WV     GOES12  20080827  2255   31.56    52.73   225   18.6    1  51.63  0.99
WV     GOES12  20080827  2255   31.53    52.49   212   18.9    4  54.91  1.00
WV     GOES12  20080827  2255   31.82    46.36   362    4.3  171  58.13  0.80
WV     GOES12  20080827  2255   31.85    45.81   462    4.9  174  66.63  0.52
