 type   sat      day     hms     lat     lon     pre   spd   dir
WV     GOES12  20050825  2245   36.45    54.88   325    8.6  253
WV     GOES12  20050825  2245   36.57    48.61   237   11.4  152
WV     GOES12  20050825  2245   37.57    36.66   387    8.1   49
WV     GOES12  20050825  2245   37.71    33.11   337   11.2   48
WV     GOES12  20050825  2245   37.25    32.92   350    9.5   45
WV     GOES12  20050825  2245   37.49    32.51   337   10.6   45
WV     GOES12  20050825  2245   38.08    30.93   350    8.3   30
WV     GOES12  20050825  2245   38.13    30.32   350   11.6   27
WV     GOES12  20050825  2245   37.92    30.24   337   12.5   30
WV     GOES12  20050825  2245   37.58    29.90   337   11.9   31
WV     GOES12  20050825  2245   38.22    28.42   275   18.1   41
WV     GOES12  20050825  2245   38.07    27.69   325   16.2   48
WV     GOES12  20050825  2245   38.07    27.02   337   15.1   45
WV     GOES12  20050825  2245   38.43    22.61   300   24.0   47
WV     GOES12  20050825  2245   35.42    62.20   275   27.6  227
WV     GOES12  20050825  2245   35.62    60.16   325   21.4  235
WV     GOES12  20050825  2245   35.89    55.03   312    5.0  229
WV     GOES12  20050825  2245   35.75    50.99   362    7.8  333
WV     GOES12  20050825  2245   35.55    50.97   350    6.4  329
WV     GOES12  20050825  2245   35.69    50.08   325    5.0  277
WV     GOES12  20050825  2245   35.55    49.92   262    7.2  276
WV     GOES12  20050825  2245   35.51    49.54   250    7.2  244
WV     GOES12  20050825  2245   36.11    48.69   275   11.1  160
WV     GOES12  20050825  2245   36.23    48.17   325   13.4  155
WV     GOES12  20050825  2245   36.44    44.15   375    8.8  146
WV     GOES12  20050825  2245   36.17    42.66   350    5.1  102
WV     GOES12  20050825  2245   36.07    42.62   350    5.7  101
WV     GOES12  20050825  2245   36.42    36.01   375    7.0   45
WV     GOES12  20050825  2245   37.02    34.71   362   10.1   85
WV     GOES12  20050825  2245   36.97    34.00   375    7.6   49
WV     GOES12  20050825  2245   36.99    33.70   362    8.4   48
WV     GOES12  20050825  2245   36.89    32.89   325   12.4   77
WV     GOES12  20050825  2245   36.75    32.72   325   11.8   76
WV     GOES12  20050825  2245   36.68    32.28   350   10.6   35
WV     GOES12  20050825  2245   37.31    30.07   350   10.1   46
WV     GOES12  20050825  2245   36.97    28.28   375   13.2   39
WV     GOES12  20050825  2245   37.21    26.54   387   19.9   42
WV     GOES12  20050825  2245   37.45    26.09   275   23.4   46
WV     GOES12  20050825  2245   37.70    24.36   287   24.9   42
WV     GOES12  20050825  2245   34.30    64.19   300   23.7  238
WV     GOES12  20050825  2245   34.52    62.93   300   22.4  230
WV     GOES12  20050825  2245   34.87    62.36   287   24.7  229
WV     GOES12  20050825  2245   34.46    61.28   262   17.6  228
WV     GOES12  20050825  2245   35.04    59.77   362   15.6  238
WV     GOES12  20050825  2245   34.64    53.77   262    7.6  328
WV     GOES12  20050825  2245   35.31    51.92   262    9.6  342
WV     GOES12  20050825  2245   35.27    50.45   250   12.3  307
WV     GOES12  20050825  2245   35.27    50.42   250   12.6  309
WV     GOES12  20050825  2245   35.19    50.00   250    6.5  278
WV     GOES12  20050825  2245   35.37    49.42   250   11.8  258
WV     GOES12  20050825  2245   35.53    44.13   362    6.8  130
WV     GOES12  20050825  2245   35.53    43.24   350    5.9   99
WV     GOES12  20050825  2245   35.56    42.72   350    5.3  110
WV     GOES12  20050825  2245   36.06    36.11   350    8.4   77
WV     GOES12  20050825  2245   35.87    35.83   362    7.2   63
WV     GOES12  20050825  2245   35.66    35.18   375    6.3   36
WV     GOES12  20050825  2245   35.76    33.66   375    6.7   49
WV     GOES12  20050825  2245   36.35    32.51   375   10.5   35
WV     GOES12  20050825  2245   36.29    31.94   325   13.0   71
WV     GOES12  20050825  2245   36.20    31.77   325   13.4   70
WV     GOES12  20050825  2245   35.98    31.33   337   13.2   59
WV     GOES12  20050825  2245   36.65    27.68   325   19.1   45
WV     GOES12  20050825  2245   36.71    25.67   250   29.0   44
WV     GOES12  20050825  2245   33.81    64.05   287   21.7  232
WV     GOES12  20050825  2245   33.63    63.66   300   18.9  237
WV     GOES12  20050825  2245   33.58    63.53   325   19.0  238
WV     GOES12  20050825  2245   34.23    62.44   312   20.5  235
WV     GOES12  20050825  2245   33.86    59.97   212   14.0  218
WV     GOES12  20050825  2245   33.86    59.94   250   14.1  215
WV     GOES12  20050825  2245   34.14    54.18   262    7.8  318
WV     GOES12  20050825  2245   34.14    54.01   225    9.2  325
WV     GOES12  20050825  2245   34.13    53.07   175    7.5   12
WV     GOES12  20050825  2245   34.44    52.69   275    7.6  346
WV     GOES12  20050825  2245   34.39    50.18   250    6.6  297
WV     GOES12  20050825  2245   34.30    49.98   250    8.6  298
WV     GOES12  20050825  2245   34.68    49.30   250    8.3  253
WV     GOES12  20050825  2245   34.14    49.24   275    7.7  303
WV     GOES12  20050825  2245   34.13    48.34   275    8.9  250
WV     GOES12  20050825  2245   35.52    33.49   362    7.9   53
WV     GOES12  20050825  2245   35.49    33.23   337   11.7   67
WV     GOES12  20050825  2245   35.26    32.21   362    9.7   46
WV     GOES12  20050825  2245   35.62    31.29   350   14.3   44
WV     GOES12  20050825  2245   35.44    27.48   400   19.5   30
WV     GOES12  20050825  2245   32.89    64.76   287   18.2  229
WV     GOES12  20050825  2245   33.38    64.19   287   21.0  235
WV     GOES12  20050825  2245   33.38    64.01   287   19.1  238
WV     GOES12  20050825  2245   33.48    61.60   175   10.0  253
WV     GOES12  20050825  2245   33.22    60.50   262   10.6  218
WV     GOES12  20050825  2245   33.51    60.23   250   13.6  217
WV     GOES12  20050825  2245   33.28    59.98   250   11.4  224
WV     GOES12  20050825  2245   33.63    54.67   237    6.8  325
WV     GOES12  20050825  2245   33.69    54.43   262    7.3  321
WV     GOES12  20050825  2245   33.32    54.00   175    6.3    9
WV     GOES12  20050825  2245   33.33    53.69   175    7.4    0
WV     GOES12  20050825  2245   33.29    53.45   175    7.0   11
WV     GOES12  20050825  2245   33.65    51.71   250   16.3  326
WV     GOES12  20050825  2245   33.43    51.03   250   15.5  328
WV     GOES12  20050825  2245   33.35    50.62   250   18.9  328
WV     GOES12  20050825  2245   33.74    49.45   250    6.7  300
WV     GOES12  20050825  2245   33.65    49.30   250    7.0  299
WV     GOES12  20050825  2245   34.70    33.79   325   11.7   61
WV     GOES12  20050825  2245   34.75    33.00   337   10.1   42
WV     GOES12  20050825  2245   34.83    31.81   350    8.8   43
WV     GOES12  20050825  2245   34.82    31.29   337   13.8   63
WV     GOES12  20050825  2245   34.45    30.84   350   12.1   39
WV     GOES12  20050825  2245   34.54    30.22   350   11.7   38
WV     GOES12  20050825  2245   32.74    64.83   275   18.4  230
WV     GOES12  20050825  2245   32.18    64.52   162   15.3  264
WV     GOES12  20050825  2245   32.66    62.03   325   11.8  240
WV     GOES12  20050825  2245   32.62    61.51   387    9.2  237
WV     GOES12  20050825  2245   32.35    61.17   275    7.7  233
WV     GOES12  20050825  2245   32.60    60.60   325    7.9  224
WV     GOES12  20050825  2245   32.23    60.14   325    8.0  229
WV     GOES12  20050825  2245   32.64    54.23   175    5.9    6
WV     GOES12  20050825  2245   33.06    53.35   162    6.1    6
WV     GOES12  20050825  2245   33.07    53.07   162    5.7   10
WV     GOES12  20050825  2245   32.95    52.39   262   11.0  345
WV     GOES12  20050825  2245   32.87    51.93   262    9.2  353
WV     GOES12  20050825  2245   32.82    51.92   262    9.3  350
WV     GOES12  20050825  2245   33.05    51.04   250   15.5  319
WV     GOES12  20050825  2245   32.65    50.31   250   14.5  326
WV     GOES12  20050825  2245   32.65    50.25   250   14.6  326
WV     GOES12  20050825  2245   33.12    49.29   250    9.7  305
WV     GOES12  20050825  2245   33.03    49.09   250   11.0  300
WV     GOES12  20050825  2245   33.19    48.70   250    9.4  294
WV     GOES12  20050825  2245   33.47    42.87   350    5.7  105
WV     GOES12  20050825  2245   33.40    41.60   350    7.3   85
WV     GOES12  20050825  2245   33.13    41.21   350    8.8   86
WV     GOES12  20050825  2245   34.05    32.42   350   11.0   25
WV     GOES12  20050825  2245   34.06    31.44   337   12.3   37
WV     GOES12  20050825  2245   34.16    30.79   337   11.6   36
WV     GOES12  20050825  2245   34.17    30.61   337   11.6   35
WV     GOES12  20050825  2245   34.21    29.95   337   12.9   36
WV     GOES12  20050825  2245   34.86    20.60   350    7.6  161
WV     GOES12  20050825  2245   31.62    64.90   175   12.0  270
WV     GOES12  20050825  2245   31.95    64.55   162   14.9  265
WV     GOES12  20050825  2245   31.92    63.45   212    7.6  254
WV     GOES12  20050825  2245   31.56    62.73   300    7.5  241
WV     GOES12  20050825  2245   31.67    61.96   275    5.9  224
WV     GOES12  20050825  2245   31.58    61.88   275    6.2  221
WV     GOES12  20050825  2245   31.78    61.25   275    6.2  224
WV     GOES12  20050825  2245   31.74    61.15   275    5.8  208
WV     GOES12  20050825  2245   31.56    60.76   337    6.4  237
WV     GOES12  20050825  2245   31.70    54.19   275    7.5  357
WV     GOES12  20050825  2245   31.91    53.61   312    6.2    4
WV     GOES12  20050825  2245   31.79    52.97   312    6.0   13
WV     GOES12  20050825  2245   32.36    50.44   250   14.1  325
WV     GOES12  20050825  2245   32.32    50.16   250   13.7  329
WV     GOES12  20050825  2245   32.33    49.90   250   12.2  339
WV     GOES12  20050825  2245   32.43    48.57   262    8.5  317
WV     GOES12  20050825  2245   32.32    47.84   287   11.0  353
WV     GOES12  20050825  2245   31.99    47.79   300    9.1    2
WV     GOES12  20050825  2245   32.28    45.75   387    6.9  114
WV     GOES12  20050825  2245   32.59    45.18   375    9.6   95
WV     GOES12  20050825  2245   32.61    44.74   387    6.3  125
WV     GOES12  20050825  2245   32.59    42.20   375    6.3   68
WV     GOES12  20050825  2245   32.67    41.58   362    8.9   81
WV     GOES12  20050825  2245   32.78    41.32   362    7.5   87
WV     GOES12  20050825  2245   31.30    62.03   250    6.0  221
WV     GOES12  20050825  2245   31.32    60.83   312    6.7  246
WV     GOES12  20050825  2245   31.43    60.29   275    6.3  241
WV     GOES12  20050825  2245   31.10    54.11   325    6.5    5
WV     GOES12  20050825  2245   31.55    53.21   312    5.3    4
WV     GOES12  20050825  2245   31.60    53.11   312    5.1   10
WV     GOES12  20050825  2245   31.63    52.27   300    5.5  338
WV     GOES12  20050825  2245   31.63    51.00   250   11.4    0
WV     GOES12  20050825  2245   31.13    50.65   300    6.3    1
WV     GOES12  20050825  2245   31.84    48.12   287    6.4   19
WV     GOES12  20050825  2245   31.75    45.88   400    7.3  112
WV     GOES12  20050825  2245   31.66    45.73   225    6.3  112
WV     GOES12  20050825  2245   32.01    44.29   400    6.3  131
WV     GOES12  20050825  2245   31.55    44.21   387    6.0   94
WV     GOES12  20050825  2245   32.00    42.58   387    7.0  109
WV     GOES12  20050825  2245   31.89    42.06   387    6.2  114
WV     GOES12  20050825  2245   31.85    41.79   387    5.8   97
WV     GOES12  20050825  2245   32.08    41.12   387    5.5   98
WV     GOES12  20050825  2245   32.24    31.10   350    8.3   43
WV     GOES12  20050825  2245   32.48    30.26   325   12.8   42
WV     GOES12  20050825  2245   32.55    29.95   337   12.2   37
WV     GOES12  20050825  2245   32.90    20.84   350   12.1  226
WV     GOES12  20050825  2245   30.37    55.24   212    7.2   67
WV     GOES12  20050825  2245   30.33    55.09   200    6.6   39
WV     GOES12  20050825  2245   30.62    54.53   225    6.6   40
WV     GOES12  20050825  2245   30.64    53.93   325    7.5   16
WV     GOES12  20050825  2245   30.78    53.78   287    7.5   17
WV     GOES12  20050825  2245   30.94    53.27   262    8.2    5
WV     GOES12  20050825  2245   30.72    52.95   262    9.6   19
WV     GOES12  20050825  2245   30.91    51.59   275    8.6  323
WV     GOES12  20050825  2245   30.52    50.95   287    7.9   13
WV     GOES12  20050825  2245   30.95    50.36   300    9.2  358
WV     GOES12  20050825  2245   30.94    49.66   300    7.1  343
WV     GOES12  20050825  2245   30.90    48.14   262   17.1    4
WV     GOES12  20050825  2245   30.64    47.91   262   19.3    8
WV     GOES12  20050825  2245   31.17    46.20   212    5.9  116
WV     GOES12  20050825  2245   30.63    45.96   212    6.8  111
WV     GOES12  20050825  2245   31.31    44.16   387    6.1   81
WV     GOES12  20050825  2245   31.18    43.93   387    5.8   85
WV     GOES12  20050825  2245   31.15    42.69   387    6.2  101
WV     GOES12  20050825  2245   31.42    41.90   387    6.2   77
WV     GOES12  20050825  2245   31.32    37.65   387    8.4   86
WV     GOES12  20050825  2245   31.45    35.45   362   12.9   83
WV     GOES12  20050825  2245   31.89    31.98   350   10.2   65
WV     GOES12  20050825  2245   31.93    31.36   350    9.2   51
WV     GOES12  20050825  2245   31.95    31.11   362    7.9   40
WV     GOES12  20050825  2245   31.99    30.43   400    5.2  340
WV     GOES12  20050825  2245   31.90    28.92   375    7.2  353
WV     GOES12  20050825  2245   31.86    26.63   350    9.3  351
WV     GOES12  20050825  2245   32.69    21.03   375   15.0  228
WV     GOES12  20050825  2245   32.66    20.73   400   10.1  236
WV     GOES12  20050825  2245   29.88    54.75   300    6.0   22
WV     GOES12  20050825  2245   29.89    54.64   300    5.8   22
WV     GOES12  20050825  2245   29.83    53.69   212    9.8   25
WV     GOES12  20050825  2245   29.79    53.34   200   10.9   26
WV     GOES12  20050825  2245   29.85    53.00   225    8.1   15
WV     GOES12  20050825  2245   29.73    52.54   325   10.4   27
WV     GOES12  20050825  2245   29.80    51.84   300    7.2   35
WV     GOES12  20050825  2245   29.85    51.77   312    6.3   36
WV     GOES12  20050825  2245   30.24    51.07   287    6.7    5
WV     GOES12  20050825  2245   30.06    49.69   237    7.0  358
WV     GOES12  20050825  2245   30.11    49.59   225    7.7    0
WV     GOES12  20050825  2245   29.94    49.19   250   13.1  355
WV     GOES12  20050825  2245   30.10    48.62   250   15.2    0
WV     GOES12  20050825  2245   30.08    48.11   250   21.0    4
WV     GOES12  20050825  2245   30.18    45.66   212    7.4  111
WV     GOES12  20050825  2245   30.58    44.93   212    5.4  117
WV     GOES12  20050825  2245   30.63    42.87   387    5.6   87
WV     GOES12  20050825  2245   30.66    40.49   400    6.4   87
WV     GOES12  20050825  2245   31.08    33.61   375    6.9   56
WV     GOES12  20050825  2245   30.71    32.76   375    8.8   52
WV     GOES12  20050825  2245   31.02    30.06   387    5.7  343
WV     GOES12  20050825  2245   31.44    28.56   375    6.3  346
WV     GOES12  20050825  2245   31.58    26.56   350    9.1  336
WV     GOES12  20050825  2245   28.98    61.83   325    6.1  138
WV     GOES12  20050825  2245   29.48    54.66   200    9.6   52
WV     GOES12  20050825  2245   29.36    54.13   212    8.8   27
WV     GOES12  20050825  2245   29.47    53.59   200   12.4   33
WV     GOES12  20050825  2245   29.16    53.35   200   12.0   24
WV     GOES12  20050825  2245   29.31    52.96   337   11.3   24
WV     GOES12  20050825  2245   29.09    52.61   237   15.1   29
WV     GOES12  20050825  2245   29.43    51.97   287    8.7   32
WV     GOES12  20050825  2245   29.22    51.40   287   12.6   19
WV     GOES12  20050825  2245   29.11    50.88   237    9.4   17
WV     GOES12  20050825  2245   29.25    50.67   212    8.1   14
WV     GOES12  20050825  2245   29.04    50.18   287    8.9    4
WV     GOES12  20050825  2245   29.70    49.55   225    9.1    3
WV     GOES12  20050825  2245   29.67    49.02   250   15.5    1
WV     GOES12  20050825  2245   29.27    48.98   250   18.2    4
WV     GOES12  20050825  2245   29.22    46.84   300    6.5   17
WV     GOES12  20050825  2245   29.30    45.93   350    7.1   16
WV     GOES12  20050825  2245   29.69    45.40   400    8.4  117
WV     GOES12  20050825  2245   29.71    44.85   400    6.6   98
WV     GOES12  20050825  2245   29.93    42.08   387    6.1   27
WV     GOES12  20050825  2245   29.67    41.72   400    5.0   36
WV     GOES12  20050825  2245   30.50    33.16   362    9.6   64
WV     GOES12  20050825  2245   30.67    28.78   375    6.6  325
WV     GOES12  20050825  2245   30.68    28.70   375    6.7  325
WV     GOES12  20050825  2245   30.83    27.06   350   10.0  333
WV     GOES12  20050825  2245   31.08    23.98   362   15.2  247
WV     GOES12  20050825  2245   31.04    23.18   375   17.2  245
WV     GOES12  20050825  2245   31.23    21.82   387   12.7  249
WV     GOES12  20050825  2245   28.16    60.76   275    9.1  135
WV     GOES12  20050825  2245   28.16    60.48   275   11.3  138
WV     GOES12  20050825  2245   28.63    54.58   187    7.8   37
WV     GOES12  20050825  2245   28.64    53.99   200   11.0   46
WV     GOES12  20050825  2245   28.60    53.95   200    9.5   38
WV     GOES12  20050825  2245   28.35    53.26   200   13.1   26
WV     GOES12  20050825  2245   28.81    52.85   212   15.8   27
WV     GOES12  20050825  2245   28.55    52.73   212   14.4   34
WV     GOES12  20050825  2245   28.85    51.86   312    7.9  356
WV     GOES12  20050825  2245   28.91    51.38   300   11.9   18
WV     GOES12  20050825  2245   28.89    50.72   212    7.0   18
WV     GOES12  20050825  2245   28.76    50.60   225    6.3    8
WV     GOES12  20050825  2245   28.50    50.23   275    6.7   13
WV     GOES12  20050825  2245   28.80    49.53   212   14.4    9
WV     GOES12  20050825  2245   28.99    49.27   237   16.2    7
WV     GOES12  20050825  2245   28.85    46.86   300    5.9   12
WV     GOES12  20050825  2245   28.77    46.62   337    5.5    8
WV     GOES12  20050825  2245   28.65    46.41   325    6.0   18
WV     GOES12  20050825  2245   30.02    28.82   362    5.1  318
WV     GOES12  20050825  2245   30.11    28.03   362    6.1  310
WV     GOES12  20050825  2245   30.15    26.74   337    9.7  331
WV     GOES12  20050825  2245   30.25    24.46   312   11.3  278
WV     GOES12  20050825  2245   27.41    63.17   237    5.6  171
WV     GOES12  20050825  2245   27.64    62.57   250    5.5  159
WV     GOES12  20050825  2245   27.68    62.52   250    5.4  157
WV     GOES12  20050825  2245   27.96    61.96   337    5.1  141
WV     GOES12  20050825  2245   27.94    58.76   362    7.5  142
WV     GOES12  20050825  2245   27.76    53.89   225   11.7   48
WV     GOES12  20050825  2245   27.99    53.62   250   11.0   41
WV     GOES12  20050825  2245   28.14    53.08   200    9.6   31
WV     GOES12  20050825  2245   28.16    52.54   287    8.1   25
WV     GOES12  20050825  2245   28.16    52.45   287    8.3   26
WV     GOES12  20050825  2245   28.21    50.84   212    6.3    2
WV     GOES12  20050825  2245   28.23    50.34   275    7.6   19
WV     GOES12  20050825  2245   28.07    49.69   225   16.6   10
WV     GOES12  20050825  2245   28.32    46.84   337    5.6  359
WV     GOES12  20050825  2245   28.47    46.41   312    6.7   27
WV     GOES12  20050825  2245   28.39    46.09   337    7.9   15
WV     GOES12  20050825  2245   28.01    45.49   350    8.5    0
WV     GOES12  20050825  2245   28.55    44.46   412    6.2   99
WV     GOES12  20050825  2245   28.47    44.29   412    5.5  100
WV     GOES12  20050825  2245   28.97    27.07   350   10.9  281
WV     GOES12  20050825  2245   29.14    25.11   362   12.4  266
WV     GOES12  20050825  2245   29.62    23.30   350   17.7  255
WV     GOES12  20050825  2245   29.64    23.09   362   16.0  257
WV     GOES12  20050825  2245   27.44    54.12   300    9.5   52
WV     GOES12  20050825  2245   27.37    53.53   337    7.7   25
WV     GOES12  20050825  2245   27.34    53.14   312    6.3   14
WV     GOES12  20050825  2245   27.10    52.51   400    5.5   13
WV     GOES12  20050825  2245   27.60    50.55   212    8.1    8
WV     GOES12  20050825  2245   27.44    50.24   212   11.1   23
WV     GOES12  20050825  2245   27.14    49.99   200   16.6   17
WV     GOES12  20050825  2245   27.73    47.07   337    6.8  351
WV     GOES12  20050825  2245   27.78    46.91   350    6.2  355
WV     GOES12  20050825  2245   27.59    46.20   337    6.0  355
WV     GOES12  20050825  2245   27.55    46.07   287    5.8  359
WV     GOES12  20050825  2245   27.38    45.81   225    6.7    5
WV     GOES12  20050825  2245   27.69    41.73   400    5.6   92
WV     GOES12  20050825  2245   27.59    41.00   400    7.3   93
WV     GOES12  20050825  2245   28.21    34.61   375    7.2  267
WV     GOES12  20050825  2245   27.94    33.91   375    6.7  273
WV     GOES12  20050825  2245   28.68    27.25   362   10.7  282
WV     GOES12  20050825  2245   28.84    24.71   362   15.3  266
WV     GOES12  20050825  2245   28.63    21.54   225   39.5  241
WV     GOES12  20050825  2245   28.67    20.87   237   38.8  239
WV     GOES12  20050825  2245   28.71    20.30   262   35.7  238
WV     GOES12  20050825  2245   26.23    63.29   250    6.7  221
WV     GOES12  20050825  2245   26.16    62.89   275    5.7  211
WV     GOES12  20050825  2245   26.26    61.68   275    5.6  239
WV     GOES12  20050825  2245   26.35    61.35   250    5.2  244
WV     GOES12  20050825  2245   26.30    56.10   225    6.6   85
WV     GOES12  20050825  2245   26.45    55.15   300    6.7   55
WV     GOES12  20050825  2245   26.38    54.88   225    6.1   30
WV     GOES12  20050825  2245   26.65    54.33   225    6.5   46
WV     GOES12  20050825  2245   26.44    54.06   225    7.7   41
WV     GOES12  20050825  2245   26.80    53.72   250   11.0   45
WV     GOES12  20050825  2245   26.91    52.93   350    6.4    4
WV     GOES12  20050825  2245   26.75    52.36   362    6.8   34
WV     GOES12  20050825  2245   26.85    50.59   212    8.3   30
WV     GOES12  20050825  2245   27.00    50.09   200   16.4   17
WV     GOES12  20050825  2245   26.56    47.64   350    5.1    8
WV     GOES12  20050825  2245   26.81    47.00   325    6.7    0
WV     GOES12  20050825  2245   26.77    46.87   325    6.5  358
WV     GOES12  20050825  2245   26.90    45.80   237    5.7   11
WV     GOES12  20050825  2245   26.84    41.74   400    5.5   73
WV     GOES12  20050825  2245   26.90    41.50   400    6.7   88
WV     GOES12  20050825  2245   27.39    34.85   362    9.5  266
WV     GOES12  20050825  2245   27.66    34.06   375    6.5  266
WV     GOES12  20050825  2245   27.73    33.51   375    7.3  246
WV     GOES12  20050825  2245   27.95    27.28   400   10.4  278
WV     GOES12  20050825  2245   27.89    23.01   200   37.9  238
WV     GOES12  20050825  2245   27.96    22.55   200   37.4  239
WV     GOES12  20050825  2245   28.36    21.44   225   37.8  240
WV     GOES12  20050825  2245   28.20    20.96   237   34.5  238
WV     GOES12  20050825  2245   28.21    20.16   287   28.0  235
WV     GOES12  20050825  2245   25.79    64.21   250    6.4  220
WV     GOES12  20050825  2245   25.91    62.43   337    6.2  210
WV     GOES12  20050825  2245   25.88    61.69   275    6.5  247
WV     GOES12  20050825  2245   25.80    61.36   275    6.7  247
WV     GOES12  20050825  2245   26.04    57.74   350    6.4  126
WV     GOES12  20050825  2245   26.02    57.07   325    7.7  123
WV     GOES12  20050825  2245   25.99    56.21   275    6.8   78
WV     GOES12  20050825  2245   25.96    55.89   262    5.4   60
WV     GOES12  20050825  2245   25.77    53.28   200    9.6   36
WV     GOES12  20050825  2245   25.86    51.89   300   12.3   50
WV     GOES12  20050825  2245   26.00    48.84   212    6.6   10
WV     GOES12  20050825  2245   26.07    47.99   212    5.7   17
WV     GOES12  20050825  2245   26.07    47.93   212    5.7   16
WV     GOES12  20050825  2245   25.96    47.55   300    5.9   14
WV     GOES12  20050825  2245   27.37    24.81   262   32.2  246
WV     GOES12  20050825  2245   27.43    24.58   262   32.4  245
WV     GOES12  20050825  2245   27.16    23.72   162   30.2  239
WV     GOES12  20050825  2245   27.66    22.97   200   36.6  239
WV     GOES12  20050825  2245   27.33    22.53   237   29.0  237
WV     GOES12  20050825  2245   27.60    21.07   262   24.7  237
WV     GOES12  20050825  2245   27.24    21.04   300   20.9  237
WV     GOES12  20050825  2245   25.37    63.73   250    6.0  220
WV     GOES12  20050825  2245   25.23    54.35   225    5.1   21
WV     GOES12  20050825  2245   25.12    53.63   287    8.0   25
WV     GOES12  20050825  2245   25.43    53.23   212    9.4   35
WV     GOES12  20050825  2245   25.58    52.64   250    9.8   43
WV     GOES12  20050825  2245   25.64    52.03   300   12.8   50
WV     GOES12  20050825  2245   25.60    51.88   300   14.3   55
WV     GOES12  20050825  2245   25.44    48.78   212    5.4    8
WV     GOES12  20050825  2245   25.36    48.75   212    5.2    8
WV     GOES12  20050825  2245   25.77    48.05   225    6.7    5
WV     GOES12  20050825  2245   25.70    47.54   250    6.0   15
WV     GOES12  20050825  2245   25.76    36.56   200   30.8  252
WV     GOES12  20050825  2245   25.95    36.20   200   31.6  254
WV     GOES12  20050825  2245   26.17    28.60   300   23.7  254
WV     GOES12  20050825  2245   26.27    28.33   300   23.3  255
WV     GOES12  20050825  2245   26.38    27.22   312   22.2  253
WV     GOES12  20050825  2245   26.53    26.81   300   25.5  252
WV     GOES12  20050825  2245   26.41    25.86   312   23.2  246
WV     GOES12  20050825  2245   26.66    25.45   275   26.0  246
WV     GOES12  20050825  2245   26.56    24.76   300   25.5  243
WV     GOES12  20050825  2245   26.64    24.15   275   25.8  240
WV     GOES12  20050825  2245   26.56    23.32   262   22.4  239
WV     GOES12  20050825  2245   26.92    22.54   250   23.7  240
WV     GOES12  20050825  2245   26.80    21.55   300   19.0  239
WV     GOES12  20050825  2245   27.07    20.84   300   19.7  241
WV     GOES12  20050825  2245   27.02    20.09   362   16.6  236
WV     GOES12  20050825  2245   24.86    53.69   287    8.1   25
WV     GOES12  20050825  2245   24.86    53.64   287    8.3   28
WV     GOES12  20050825  2245   24.63    51.51   250   14.1   30
WV     GOES12  20050825  2245   24.81    51.25   250   14.2   30
WV     GOES12  20050825  2245   25.01    48.90   212    5.2   11
WV     GOES12  20050825  2245   25.05    48.77   212    5.2   11
WV     GOES12  20050825  2245   24.90    46.97   287    6.2   30
WV     GOES12  20050825  2245   25.39    39.12   312   19.2  251
WV     GOES12  20050825  2245   25.39    38.95   312   19.3  250
WV     GOES12  20050825  2245   25.10    38.66   300   20.7  249
WV     GOES12  20050825  2245   25.28    37.51   325   15.9  246
WV     GOES12  20050825  2245   25.10    36.77   225   28.5  249
WV     GOES12  20050825  2245   25.25    36.23   237   30.4  245
WV     GOES12  20050825  2245   25.31    36.07   250   30.9  245
WV     GOES12  20050825  2245   25.46    35.52   250   32.6  249
WV     GOES12  20050825  2245   25.14    34.89   237   29.4  257
WV     GOES12  20050825  2245   25.87    29.94   275   21.9  255
WV     GOES12  20050825  2245   25.95    28.54   287   23.8  255
WV     GOES12  20050825  2245   25.87    27.48   325   19.5  250
WV     GOES12  20050825  2245   26.04    26.90   312   20.8  249
WV     GOES12  20050825  2245   25.91    26.78   300   21.0  248
WV     GOES12  20050825  2245   26.05    25.95   325   20.4  245
WV     GOES12  20050825  2245   25.64    24.51   325   14.5  232
WV     GOES12  20050825  2245   25.87    23.69   287   17.4  244
WV     GOES12  20050825  2245   26.08    22.99   287   19.7  244
WV     GOES12  20050825  2245   25.82    22.24   325   15.1  243
WV     GOES12  20050825  2245   23.72    64.75   250   17.4  274
WV     GOES12  20050825  2245   23.98    63.40   250   16.1  265
WV     GOES12  20050825  2245   23.94    63.36   250   17.0  268
WV     GOES12  20050825  2245   23.83    62.52   250   15.1  266
WV     GOES12  20050825  2245   23.79    62.31   225   14.0  271
WV     GOES12  20050825  2245   24.09    59.63   175   13.0  288
WV     GOES12  20050825  2245   23.97    49.57   350    6.7   46
WV     GOES12  20050825  2245   24.41    39.70   275   15.3  238
WV     GOES12  20050825  2245   24.77    37.41   212   26.3  252
WV     GOES12  20050825  2245   24.70    37.08   250   25.7  244
WV     GOES12  20050825  2245   24.75    36.83   250   24.7  246
WV     GOES12  20050825  2245   24.82    36.33   250   27.8  246
WV     GOES12  20050825  2245   24.92    35.10   250   29.0  256
WV     GOES12  20050825  2245   24.99    34.44   262   29.5  257
WV     GOES12  20050825  2245   24.71    33.91   262   27.6  257
WV     GOES12  20050825  2245   24.92    33.24   250   31.0  261
WV     GOES12  20050825  2245   24.97    33.18   250   32.8  259
WV     GOES12  20050825  2245   25.13    29.05   325   11.0  252
WV     GOES12  20050825  2245   25.55    24.62   325   13.9  238
WV     GOES12  20050825  2245   25.22    24.04   312   15.7  244
WV     GOES12  20050825  2245   25.33    23.73   312   16.1  244
WV     GOES12  20050825  2245   25.58    22.44   337   14.0  244
