id:int,group_id:int,bufrtype:int,subtype:int,obstype:int,codetype:int,sensor_id:int,sat_instr:int,sat_id:int,accumulation_length:int
30009,31,3,55,7,210,1,623,205,-1
31008,32,3,55,7,210,2,627,205,-1
5032,6,3,205,7,206,624,624,205,-1
31015,32,3,54,7,210,2,627,205,-1
30016,31,3,54,7,210,1,623,205,-1
10,1,3,55,7,210,0,606,206,-1
1001,2,3,55,7,210,3,570,206,-1
2001,3,3,55,7,210,4,574,206,-1
21001,22,3,55,16,215,3,570,206,-1
43001,44,3,55,16,215,4,574,206,-1
11,1,3,55,7,210,0,606,207,-1
1002,2,3,55,7,210,3,570,207,-1
2002,3,3,55,7,210,4,574,207,-1
5009,6,3,206,7,206,624,624,207,-1
21002,22,3,55,16,215,3,570,207,-1
5033,6,3,205,7,206,624,624,207,-1
43002,44,3,55,16,215,4,574,207,-1
12,1,3,55,7,210,0,606,208,-1
1003,2,3,55,7,210,3,570,208,-1
2003,3,3,55,7,210,4,574,208,-1
5010,6,3,206,7,206,624,624,208,-1
21003,22,3,55,16,215,3,570,208,-1
5034,6,3,205,7,206,624,624,208,-1
43003,44,3,55,16,215,4,574,208,-1
13,1,3,55,7,210,0,607,209,-1
1004,2,3,55,7,210,3,570,209,-1
2004,3,3,55,7,210,4,574,209,-1
5011,6,3,206,7,206,624,624,209,-1
21004,22,3,55,16,215,3,570,209,-1
3003,4,3,55,7,210,15,203,209,-1
5035,6,3,205,7,206,624,624,209,-1
43004,44,3,55,16,215,4,574,209,-1
44003,45,3,55,16,215,15,203,209,-1
14,1,3,55,7,210,0,607,223,-1
1005,2,3,55,7,210,3,570,223,-1
3001,4,3,55,7,210,15,203,223,-1
5012,6,3,206,7,206,624,624,223,-1
21005,22,3,55,16,215,3,570,223,-1
5036,6,3,205,7,206,624,624,223,-1
44001,45,3,55,16,215,15,203,223,-1
34001,35,21,201,7,210,19,621,224,-1
36001,37,21,202,7,210,27,620,224,-1
5065,6,3,219,7,206,616,375,224,-1
5068,6,3,206,7,206,947,947,224,-1
49001,50,21,201,16,215,19,621,224,-1
5091,6,3,207,7,206,616,616,224,-1
5092,6,3,206,7,206,947,947,224,-1
10001,11,12,127,16,215,6,905,240,-1
10002,11,12,127,16,215,6,905,241,-1
20001,21,3,55,7,210,6,905,241,-1
56001,57,12,127,7,215,6,905,241,-1
10009,11,12,128,16,215,6,905,241,-1
10003,11,12,127,16,215,6,905,242,-1
20002,21,3,55,7,210,6,905,242,-1
10004,11,12,127,16,215,6,905,243,-1
20003,21,3,55,7,210,6,905,243,-1
56002,57,12,127,7,215,6,905,243,-1
10010,11,12,128,16,215,6,905,243,-1
10005,11,12,127,16,215,6,905,244,-1
20004,21,3,55,7,210,6,905,244,-1
56003,57,12,127,7,215,6,905,244,-1
58001,59,3,55,7,210,33,907,244,-1
10011,11,12,128,16,215,6,905,244,-1
58002,59,3,55,7,210,33,907,245,-1
10006,11,12,127,16,215,6,905,246,-1
20005,21,3,55,7,210,6,905,246,-1
56004,57,12,127,7,215,6,905,246,-1
10012,11,12,128,16,215,6,905,246,-1
10007,11,12,127,16,215,6,905,247,-1
20006,21,3,55,7,210,6,905,247,-1
56005,57,12,127,7,215,6,905,247,-1
58003,59,3,55,7,210,33,907,247,-1
10013,11,12,128,16,215,6,905,247,-1
10008,11,12,127,16,215,6,905,248,-1
20007,21,3,55,7,210,6,905,248,-1
56006,57,12,127,7,215,6,905,248,-1
58004,59,3,55,7,210,33,907,248,-1
10014,11,12,128,16,215,6,905,248,-1
13001,14,3,49,16,215,10,908,249,-1
24001,25,3,49,7,210,10,908,249,-1
4002,5,5,89,7,210,22,615,252,-1
4003,5,5,89,7,210,22,615,253,-1
4004,5,5,89,7,210,22,615,254,-1
4005,5,5,89,7,210,22,615,255,-1
4006,5,5,89,7,210,22,615,256,-1
4011,5,5,89,7,210,22,615,257,-1
4014,5,5,89,7,210,22,615,258,-1
4015,5,5,89,7,210,22,615,259,-1
9004,10,12,137,9,301,313,313,281,-1
14001,15,3,129,16,215,9,365,282,-1
23001,24,3,129,7,210,9,365,282,-1
19001,20,3,156,16,215,30,953,283,-1
13002,14,3,49,16,215,10,908,285,-1
24002,25,3,49,7,210,10,908,285,-1
13003,14,3,49,16,215,10,908,286,-1
24003,25,3,49,7,210,10,908,286,-1
5017,6,3,206,7,206,431,431,321,-1
5041,6,3,205,7,206,431,431,321,-1
9006,10,12,135,9,302,288,288,421,-1
42001,43,3,211,16,215,34,941,440,-1
7017,8,3,250,10,250,287,287,440,-1
26001,27,3,154,7,210,41,936,520,-1
27001,28,3,154,7,210,40,934,520,-1
28001,29,3,153,16,215,43,938,520,-1
29001,30,3,154,7,210,42,933,520,-1
29002,30,3,154,7,210,42,933,521,-1
28002,29,3,153,16,215,43,938,521,-1
27002,28,3,154,7,210,40,934,521,-1
26002,27,3,154,7,210,41,936,521,-1
32001,33,3,54,7,210,7,990,702,-1
33001,34,3,54,7,210,8,991,702,-1
32002,33,3,54,7,210,7,990,703,-1
33002,34,3,54,7,210,8,991,703,-1
32003,33,3,54,7,210,7,990,704,-1
33003,34,3,54,7,210,8,991,704,-1
32004,33,3,54,7,210,7,990,705,-1
33004,34,3,54,7,210,8,991,705,-1
2,1,3,55,7,210,0,605,706,-1
30002,31,3,55,7,210,1,623,706,-1
31002,32,3,55,7,210,2,627,706,-1
20,1,3,54,7,210,0,605,706,-1
30013,31,3,54,7,210,1,623,706,-1
31012,32,3,54,7,210,2,627,706,-1
3,1,3,55,7,210,0,605,707,-1
30003,31,3,55,7,210,1,623,707,-1
31003,32,3,55,7,210,2,627,707,-1
21,1,3,54,7,210,0,605,707,-1
30014,31,3,54,7,210,1,623,707,-1
31013,32,3,54,7,210,2,627,707,-1
1,1,3,55,7,210,0,605,708,-1
30001,31,3,55,7,210,1,623,708,-1
31001,32,3,55,7,210,2,627,708,-1
22,1,3,54,7,210,0,605,708,-1
30015,31,3,54,7,210,1,623,708,-1
31014,32,3,54,7,210,2,627,708,-1
7003,8,3,250,10,250,102,102,722,-1
7014,8,3,250,10,250,102,102,723,-1
7004,8,3,250,10,250,102,102,740,-1
7005,8,3,250,10,250,102,102,741,-1
7006,8,3,250,10,250,102,102,742,-1
7007,8,3,250,10,250,102,102,743,-1
7008,8,3,250,10,250,102,102,744,-1
7009,8,3,250,10,250,102,102,745,-1
46001,47,3,54,7,210,69,404,763,-1
46002,47,3,54,7,210,69,404,764,-1
5070,6,3,206,7,206,624,334,764,-1
5018,6,3,206,7,206,624,624,767,-1
5022,6,3,206,7,206,431,431,767,-1
5042,6,3,205,7,206,624,624,767,-1
5043,6,3,205,7,206,431,431,767,-1
5023,6,3,206,7,206,431,431,782,-1
5044,6,3,205,7,206,431,431,782,-1
5020,6,3,207,7,206,389,389,783,-1
35001,36,3,229,7,206,90,90,783,-1
1008,2,3,55,7,210,3,570,784,-1
22001,23,3,59,7,210,17,479,784,-1
12001,13,3,57,7,210,11,420,784,-1
15001,16,3,59,16,215,17,479,784,-1
21008,22,3,55,16,215,3,570,784,-1
5019,6,3,207,7,206,389,389,784,-1
5004,6,3,206,7,206,387,387,785,-1
5005,6,3,206,7,206,394,394,785,-1
35008,36,3,209,7,206,394,394,785,-1
5028,6,3,205,7,206,387,387,785,-1
5029,6,3,205,7,206,394,394,785,-1
5048,6,3,208,7,206,394,394,785,-1
7011,8,3,250,10,250,102,102,786,-1
5066,6,3,221,7,206,303,303,787,-1
61001,62,3,226,19,197,309,309,788,-1
4019,5,5,89,7,210,45,2047,810,-1
7012,8,3,250,10,250,102,102,820,-1
7018,8,3,250,10,250,103,103,825,-1
50001,51,3,224,16,215,71,519,288,-1
55001,56,3,154,7,210,72,954,522,-1
28003,29,3,153,16,215,43,938,522,-1
57001,58,3,154,16,215,73,953,522,-1
29003,30,3,154,7,210,42,933,522,-1
7016,8,3,250,10,250,958,958,522,-1
9008,10,12,138,9,302,314,314,801,-1
9009,10,12,138,9,302,686,686,502,-1
59001,60,30,204,7,401,432,434,789,-1
13004,14,3,49,16,215,10,908,287,-1
24004,25,3,49,7,210,10,908,287,-1
5073,6,3,205,7,206,92,92,812,-1
5076,6,3,206,7,206,92,92,812,-1
5075,6,3,205,7,206,959,959,813,-1
5077,6,3,206,7,206,91,91,813,-1
5078,6,3,206,7,206,959,959,813,-1
5074,6,3,205,7,206,91,91,813,-1
5082,6,3,207,7,206,180,180,61,-1
5079,6,3,206,7,206,152,152,64,-1
35014,36,3,228,7,206,152,152,64,-1
35015,36,3,229,7,206,152,152,64,-1
35016,36,3,209,7,206,152,152,64,-1
5081,6,3,208,7,206,152,152,64,-1
4025,5,5,189,7,210,44,617,270,-1
9010,10,12,138,9,302,288,288,422,-1
34002,35,21,201,7,210,19,621,225,-1
49002,50,21,201,16,215,19,621,225,-1
36002,37,21,202,7,210,27,620,225,-1
5084,6,3,206,7,206,947,947,225,-1
5090,6,3,207,7,206,616,616,225,-1
9012,10,12,138,9,302,288,288,423,-1
9013,10,12,138,9,302,686,686,503,-1
9014,10,12,166,9,303,943,943,802,-1
5083,6,3,207,7,206,180,180,65,-1
7024,8,3,250,10,250,104,104,750,-1
7025,8,3,250,10,250,104,104,751,-1
7026,8,3,250,10,250,104,104,752,-1
7027,8,3,250,10,250,104,104,753,-1
7028,8,3,250,10,250,104,104,754,-1
7029,8,3,250,10,250,104,104,755,-1
55002,56,3,154,7,210,72,954,523,-1
57002,58,3,154,16,215,73,953,523,-1
28004,29,3,153,16,215,43,938,523,-1
7022,8,3,250,10,250,958,958,523,-1
7020,8,3,250,10,250,104,104,803,-1
7021,8,3,250,10,250,104,104,804,-1
4026,5,5,189,7,210,44,617,271,-1
7030,8,3,250,10,250,530,530,269,-1
7031,8,3,250,10,250,104,104,66,-1
9015,10,12,138,9,302,686,686,504,-1
4027,5,5,189,7,210,44,617,272,-1
57003,58,3,154,16,215,73,953,524,-1
34003,35,21,201,7,210,19,621,226,-1
49003,50,21,201,16,215,19,621,226,-1
36003,37,21,202,7,210,27,620,226,-1
5093,6,3,206,7,206,947,947,226,-1
5094,6,3,207,7,206,616,616,226,-1
37004,38,12,123,12,123,-1,-1,1,-1
37005,38,12,123,12,123,-1,-1,2,-1
8030,9,5,87,3,90,-1,-1,3,-1
8027,9,5,87,3,90,-1,-1,4,-1
8059,9,5,87,3,90,-1,-1,5,-1
37006,38,12,217,12,123,-1,-1,47,-1
8002,9,5,87,3,90,-1,-1,50,-1
8003,9,5,87,3,90,-1,-1,51,-1
8004,9,5,87,3,90,-1,-1,52,-1
8005,9,5,87,3,90,-1,-1,53,-1
8006,9,5,87,3,90,-1,-1,54,-1
8007,9,5,87,3,90,-1,-1,55,-1
8008,9,5,87,3,90,-1,-1,56,-1
8031,9,5,87,3,90,-1,-1,57,-1
8034,9,5,82,3,88,-1,-1,58,-1
8001,9,5,87,3,90,-1,-1,59,-1
37001,38,12,213,12,123,-1,-1,60,-1
8056,9,5,87,3,90,-1,-1,70,-1
8043,9,5,82,3,88,-1,-1,150,-1
8032,9,5,87,3,90,-1,-1,150,-1
8033,9,5,87,3,90,-1,-1,151,-1
8009,9,5,87,3,90,-1,-1,152,-1
8010,9,5,87,3,90,-1,-1,171,-1
8026,9,5,87,3,90,-1,-1,172,-1
8053,9,5,87,3,90,-1,-1,173,-1
8058,9,5,87,3,90,-1,-1,174,-1
8036,9,5,87,3,90,-1,-1,201,-1
8037,9,5,87,3,90,-1,-1,202,-1
8038,9,5,87,3,90,-1,-1,203,-1
8039,9,5,87,3,90,-1,-1,204,-1
8040,9,5,87,3,90,-1,-1,205,-1
8015,9,5,87,3,90,-1,-1,206,-1
8016,9,5,87,3,90,-1,-1,207,-1
8017,9,5,87,3,90,-1,-1,208,-1
8018,9,5,87,3,90,-1,-1,209,-1
8019,9,5,87,3,90,-1,-1,223,-1
8050,9,5,87,3,90,-1,-1,224,-1
8051,9,5,82,3,88,-1,-1,250,-1
8052,9,5,83,3,88,-1,-1,250,-1
8042,9,5,87,3,90,-1,-1,252,-1
8011,9,5,87,3,90,-1,-1,253,-1
8012,9,5,87,3,90,-1,-1,254,-1
8013,9,5,87,3,90,-1,-1,255,-1
8014,9,5,87,3,90,-1,-1,256,-1
8025,9,5,87,3,90,-1,-1,257,-1
8028,9,5,87,3,90,-1,-1,258,-1
8029,9,5,87,3,90,-1,-1,259,-1
37002,38,12,214,12,123,-1,-1,260,-1
37003,38,12,216,12,123,-1,-1,261,-1
8046,9,5,87,3,90,-1,-1,410,-1
37007,38,12,218,12,123,-1,-1,441,-1
8049,9,5,87,3,90,-1,-1,471,-1
8022,9,5,87,3,90,-1,-1,513,-1
8023,9,5,87,3,90,-1,-1,514,-1
8024,9,5,87,3,90,-1,-1,515,-1
8035,9,5,87,3,90,-1,-1,707,-1
8020,9,5,87,3,90,-1,-1,783,-1
8021,9,5,87,3,90,-1,-1,784,-1
8045,9,5,87,3,90,-1,-1,810,-1
8048,9,5,87,3,90,-1,-1,852,-1
8047,9,5,87,3,90,-1,-1,854,-1
8044,9,5,87,3,90,-1,-1,153,-1
8041,9,5,82,3,88,-1,-1,154,-1
8054,9,5,87,3,90,-1,-1,517,-1
37008,38,12,216,12,123,-1,-1,262,-1
37009,38,12,220,12,123,-1,-1,61,-1
8062,9,5,87,3,90,-1,-1,61,-1
8057,9,5,87,3,90,-1,-1,270,-1
8060,9,5,87,3,90,-1,-1,225,-1
37010,38,12,220,12,123,-1,-1,65,-1
8063,9,5,87,3,90,-1,-1,65,-1
8061,9,5,87,3,90,-1,-1,271,-1
38001,39,12,232,12,123,-1,-1,62,-1
38002,39,12,232,12,123,-1,-1,63,-1
37012,38,12,233,12,123,-1,-1,66,-1
37013,38,12,233,12,123,-1,-1,67,-1
8064,9,5,87,3,90,-1,-1,856,-1
8065,9,5,87,3,90,-1,-1,272,-1
8066,9,5,87,3,90,-1,-1,226,-1
39001,40,0,126,-1,-1,-1,-1,-1,3600
39002,40,0,126,-1,-1,-1,-1,-1,10800
39003,40,0,126,-1,-1,-1,-1,-1,21600
39004,40,0,126,-1,-1,-1,-1,-1,43200
39005,40,0,126,-1,-1,-1,-1,-1,86400
