id	description	group_id	group	bufrtype_id	bufrtype	subtype_id	subtype	obstype_id	obstype	codetype_id	codetype	sensor_id	sensor	satellite_instrument_id	satellite_instrument	satellite_identifier_id	satellite_identifier	accumulation_length
6001	ENVISAT MERIS TCWV	7	MERIS	3	Satellite Sounding	212	MERIS	7	SATEM	214	TCWC	174	MERIS	174	MERIS	60	ENVISAT	-1
35003	ENVISAT SCIAMACHY layer integrated mass density with averaging kernels	36	RESAT Averaging Kernels	3	Satellite Sounding	209	Layer integrated mass density with averaging kernels	7	SATEM	206	Retrieved Atmospheric Constituents	175	SCIAMACHY	175	SCIAMACHY	60	ENVISAT	-1
35006	ENVISAT SCIAMACHY layer volumetric mixing ratio with averaging kernels and a priori profile	36	RESAT Averaging Kernels	3	Satellite Sounding	228	Layer volumetric mixing ratio with averaging kernels and a priori profile	7	SATEM	206	Retrieved Atmospheric Constituents	175	SCIAMACHY	175	SCIAMACHY	60	ENVISAT	-1
5038	ENVISAT SCIAMACHY MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	175	SCIAMACHY	175	SCIAMACHY	60	ENVISAT	-1
5039	ENVISAT GOMOS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	172	GOMOS	172	GOMOS	60	ENVISAT	-1
5040	ENVISAT MIPAS MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	161	MIPAS	161	MIPAS	60	ENVISAT	-1
5045	ENVISAT SCIAMACHY Layer volumetric mixing ratio	6	RESAT	3	Satellite Sounding	215	Layer volumetric mixing ratio	7	SATEM	206	Retrieved Atmospheric Constituents	175	SCIAMACHY	175	SCIAMACHY	60	ENVISAT	-1
5046	ENVISAT SCIAMACHY Layer integrated mass density	6	RESAT	3	Satellite Sounding	208	Layer integrated mass density	7	SATEM	206	Retrieved Atmospheric Constituents	175	SCIAMACHY	175	SCIAMACHY	60	ENVISAT	-1
5049	TERRA MOPITT Layer integrated mass density	6	RESAT	3	Satellite Sounding	208	Layer integrated mass density	7	SATEM	206	Retrieved Atmospheric Constituents	90	MOPITT	90	MOPITT	60	ENVISAT	-1
5067	ENVISAT AATSR Aerosol	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	10	SSMIS	10	AATSR	60	ENVISAT	-1
4023	METEOSAT 11 GEOS Allsky Radiances	5	GEOS	5	SATOB	190	GEOS Allsky Radiances	7	SATEM	210	Radiances	21	SEVIRI RADIANCES	207	SEVIRI	70	METEOSAT 11	-1
5080	METEOSAT 11 SEVIRI aerosol optical depth	6	RESAT	3	Satellite Sounding	223	Satellite aerosol optical depth	7	SATEM	206	Retrieved Atmospheric Constituents	207	SEVIRI	207	SEVIRI	70	METEOSAT 11	-1
5069	TOMS ADEOS-I	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	431	TOMS	431	TOMS	120	ADEOS	-1
41001	GCOM-W1 AMSR-2 Radiances All-sky	42	AMSR-2 All-sky	3	Satellite Sounding	60	AMSR-2	16	ALLSKY	215	SSMI/TRMM	63	AMSR-2	478	AMSR2	122	GCOM-W1	-1
5021	GOSAT TANSO-FTS Layer volumetric mixing ratio	6	RESAT	3	Satellite Sounding	215	Layer volumetric mixing ratio	7	SATEM	206	Retrieved Atmospheric Constituents	516	TANSO-FTS	516	TANSO-FTS	140	GOSAT	-1
35009	GOSAT TANSO-FTS layer volumetric mixing ratio with averaging kernels and a priori profile	36	RESAT Averaging Kernels	3	Satellite Sounding	228	Layer volumetric mixing ratio with averaging kernels and a priori profile	7	SATEM	206	Retrieved Atmospheric Constituents	516	TANSO-FTS	516	TANSO-FTS	140	GOSAT	-1
4010	MTSAT-1R GEOS Radiances	5	GEOS	5	SATOB	189	GEOS Radiances	7	SATEM	210	Radiances	24	MTSATIMG	294	JAMI	171	MTSAT-1R	-1
4012	MTSAT-2 GEOS Radiances	5	GEOS	5	SATOB	189	GEOS Radiances	7	SATEM	210	Radiances	24	MTSATIMG	294	JAMI	172	MTSAT-2	-1
4022	Himawari 8 GEOS radiances	5	GEOS	5	SATOB	189	GEOS Radiances	7	SATEM	210	Radiances	56	AHI	297	AHI	173	Himawari-8	-1
4024	Himawari 9 GEOS radiances	5	GEOS	5	SATOB	189	GEOS Radiances	7	SATEM	210	Radiances	56	AHI	297	AHI	174	Himawari-9	-1
4	NOAA 8 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	200	NOAA 8	-1
30004	NOAA 8 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	200	NOAA 8	-1
31004	NOAA 8 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	200	NOAA 8	-1
16	NOAA 8 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	200	NOAA 8	-1
30010	NOAA 8 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	200	NOAA 8	-1
31009	NOAA 8 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	200	NOAA 8	-1
5	NOAA 9 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	201	NOAA 9	-1
5006	NOAA 9 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	201	NOAA 9	-1
30005	NOAA 9 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	201	NOAA 9	-1
31005	NOAA 9 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	201	NOAA 9	-1
17	NOAA 9 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	201	NOAA 9	-1
31010	NOAA 9 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	201	NOAA 9	-1
5030	NOAA 9 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	201	NOAA 9	-1
30017	NOAA 9 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	201	NOAA 9	-1
6	NOAA 10 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	202	NOAA 10	-1
30006	NOAA 10 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	202	NOAA 10	-1
18	NOAA 10 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	202	NOAA 10	-1
30011	NOAA 10 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	202	NOAA 10	-1
7	NOAA 11 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	203	NOAA 11	-1
5007	NOAA 11 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	203	NOAA 11	-1
30007	NOAA 11 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	203	NOAA 11	-1
31006	NOAA 11 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	203	NOAA 11	-1
19	NOAA 11 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	203	NOAA 11	-1
30012	NOAA 11 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	203	NOAA 11	-1
31011	NOAA 11 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	203	NOAA 11	-1
5031	NOAA 11 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	203	NOAA 11	-1
8	NOAA 12 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	204	NOAA 12	-1
23	NOAA 12 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	204	NOAA 12	-1
30008	NOAA 12 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	204	NOAA 12	-1
31007	NOAA 12 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	204	NOAA 12	-1
30018	NOAA 12 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	204	NOAA 12	-1
31016	NOAA 12 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	204	NOAA 12	-1
9	NOAA 14 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	205	NOAA 14	-1
5008	NOAA 14 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	205	NOAA 14	-1
24	NOAA 14 HIRS Radiances	1	HIRS	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	0	HIRS	605	HIRS/2	205	NOAA 14	-1
30009	NOAA 14 MSU Radiances	31	MSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	1	MSU	623	MSU	205	NOAA 14	-1
31008	NOAA 14 SSU Radiances	32	SSU	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	2	SSU	627	SSU	205	NOAA 14	-1
5032	NOAA 14 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	205	NOAA 14	-1
31015	NOAA 14 SSU TOVS1B Radiances	32	SSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	2	SSU	627	SSU	205	NOAA 14	-1
30016	NOAA 14 MSU TOVS1B Radiances	31	MSU	3	Satellite Sounding	54	TOVS1B	7	SATEM	210	Radiances	1	MSU	623	MSU	205	NOAA 14	-1
10	NOAA 15 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	606	HIRS/3	206	NOAA 15	-1
1001	NOAA 15 AMSUA Radiances	2	AMSUA	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	3	AMSUA	570	AMSU-A	206	NOAA 15	-1
2001	NOAA 15 AMSUB Radiances	3	AMSUB	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	4	AMSUB	574	AMSU-B	206	NOAA 15	-1
21001	NOAA 15 AMSUA Radiances All-sky	22	AMSUA All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	3	AMSUA	570	AMSU-A	206	NOAA 15	-1
43001	AMSUB NOAA 15 AMSUB Radiances All-sky	44	AMSUB All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	4	AMSUB	574	AMSU-B	206	NOAA 15	-1
11	NOAA 16 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	606	HIRS/3	207	NOAA 16	-1
1002	NOAA 16 AMSUA Radiances	2	AMSUA	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	3	AMSUA	570	AMSU-A	207	NOAA 16	-1
2002	NOAA 16 AMSUB Radiances	3	AMSUB	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	4	AMSUB	574	AMSU-B	207	NOAA 16	-1
5009	NOAA 16 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	207	NOAA 16	-1
21002	NOAA 16 AMSUA Radiances All-sky	22	AMSUA All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	3	AMSUA	570	AMSU-A	207	NOAA 16	-1
5033	NOAA 16 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	207	NOAA 16	-1
43002	AMSUB NOAA 16 AMSUB Radiances All-sky	44	AMSUB All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	4	AMSUB	574	AMSU-B	207	NOAA 16	-1
12	NOAA 17 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	606	HIRS/3	208	NOAA 17	-1
1003	NOAA 17 AMSUA Radiances	2	AMSUA	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	3	AMSUA	570	AMSU-A	208	NOAA 17	-1
2003	NOAA 17 AMSUB Radiances	3	AMSUB	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	4	AMSUB	574	AMSU-B	208	NOAA 17	-1
5010	NOAA 17 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	208	NOAA 17	-1
21003	NOAA 17 AMSUA Radiances All-sky	22	AMSUA All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	3	AMSUA	570	AMSU-A	208	NOAA 17	-1
5034	NOAA 17 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	208	NOAA 17	-1
43003	AMSUB NOAA 17 AMSUB Radiances All-sky	44	AMSUB All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	4	AMSUB	574	AMSU-B	208	NOAA 17	-1
13	NOAA 18 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	607	HIRS/4	209	NOAA 18	-1
1004	NOAA 18 AMSUA Radiances	2	AMSUA	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	3	AMSUA	570	AMSU-A	209	NOAA 18	-1
2004	NOAA 18 AMSUB Radiances	3	AMSUB	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	4	AMSUB	574	AMSU-B	209	NOAA 18	-1
5011	NOAA 18 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	209	NOAA 18	-1
21004	NOAA 18 AMSUA Radiances All-sky	22	AMSUA All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	3	AMSUA	570	AMSU-A	209	NOAA 18	-1
3003	NOAA 18 MHS Radiances	4	MHS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	15	MHS	203	MHS	209	NOAA 18	-1
5035	NOAA 18 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	209	NOAA 18	-1
43004	AMSUB NOAA 18 AMSUB Radiances All-sky	44	AMSUB All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	4	AMSUB	574	AMSU-B	209	NOAA 18	-1
44003	MHS NOAA 18 MHS Radiances All-sky	45	MHS All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	15	MHS	203	MHS	209	NOAA 18	-1
14	NOAA 19 HIRS Radiances	1	HIRS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	0	HIRS	607	HIRS/4	223	NOAA 19	-1
1005	NOAA 19 AMSUA Radiances	2	AMSUA	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	3	AMSUA	570	AMSU-A	223	NOAA 19	-1
3001	NOAA 19 MHS Radiances	4	MHS	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	15	MHS	203	MHS	223	NOAA 19	-1
5012	NOAA 19 SBUV-2 O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	223	NOAA 19	-1
21005	NOAA 19 AMSUA Radiances All-sky	22	AMSUA All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	3	AMSUA	570	AMSU-A	223	NOAA 19	-1
5036	NOAA 19 SBUV-2 MACC O3	6	RESAT	3	Satellite Sounding	205	Retrieved O3 Layers for MACC ozone observation operator	7	SATEM	206	Retrieved Atmospheric Constituents	624	SBUV-2	624	SBUV/2	223	NOAA 19	-1
44001	MHS NOAA 19 MHS Radiances All-sky	45	MHS All-sky	3	Satellite Sounding	55	ATOVS	16	ALLSKY	215	SSMI/TRMM	15	MHS	203	MHS	223	NOAA 19	-1
34001	NPP ATMS Radiances	35	ATMS	21	Radiances    (Satellite Measured) 	201	ATMS	7	SATEM	210	Radiances	19	ATMS	621	ATMS	224	NPP	-1
36001	NPP CRIS Radiances	37	CRIS	21	Radiances    (Satellite Measured) 	202	CRIS	7	SATEM	210	Radiances	27	CRIS	620	CrIRS/NP	224	NPP	-1
5065	NPP VIIRS aerosol optical thickness	6	RESAT	3	Satellite Sounding	219	VIIRS aerosol optical thickness	7	SATEM	206	Retrieved Atmospheric Constituents	616	VIIRS	375	VIRS	224	NPP	-1
5068	NPP OMPS O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	947	OMPS	947	OMPS	224	NPP	-1
49001	NPP ATMS Radiances All-sky	50	ATMS All-sky	21	Radiances    (Satellite Measured) 	201	ATMS	16	ALLSKY	215	SSMI/TRMM	19	ATMS	621	ATMS	224	NPP	-1
5091	NPP VIIRS aerosol optical depth	6	RESAT	3	Satellite Sounding	207	MODIS aerosol	7	SATEM	206	Retrieved Atmospheric Constituents	616	VIIRS	616	VIIRS	224	NPP	-1
5092	NPP OMPS-LP O3	6	RESAT	3	Satellite Sounding	206	Retrieved O3 Layers	7	SATEM	206	Retrieved Atmospheric Constituents	947	OMPS	947	OMPS	224	NPP	-1
10001	DMSP 7 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	240	DMSP 7	-1
10002	DMSP 8 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	241	DMSP 8	-1
20001	DMSP 8 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	241	DMSP 8	-1
56001	DMSP 8 SSMI 1DVAR TCWV Cloudy-Sky	57	SSMI 1DVAR TCWV Cloudy-Sky	12	ERS-SSMI-SCAT	127	SSMI	7	SATEM	215	SSMI/TRMM	6	SSM/I	905	SSM/I	241	DMSP 8	-1
10009	DMSP 8 SSMI CMSAF All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	128	SSMI CMSAF	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	241	DMSP 8	-1
10003	DMSP 9 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	242	DMSP 9	-1
20002	DMSP 9 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	242	DMSP 9	-1
10004	DMSP 10 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	243	DMSP 10	-1
20003	DMSP 10 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	243	DMSP 10	-1
56002	DMSP 10 SSMI 1DVAR TCWV Cloudy-Sky	57	SSMI 1DVAR TCWV Cloudy-Sky	12	ERS-SSMI-SCAT	127	SSMI	7	SATEM	215	SSMI/TRMM	6	SSM/I	905	SSM/I	243	DMSP 10	-1
10010	DMSP 10 SSMI CMSAF All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	128	SSMI CMSAF	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	243	DMSP 10	-1
10005	DMSP 11 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	244	DMSP 11	-1
20004	DMSP 11 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	244	DMSP 11	-1
56003	DMSP 11 SSMI 1DVAR TCWV Cloudy-Sky	57	SSMI 1DVAR TCWV Cloudy-Sky	12	ERS-SSMI-SCAT	127	SSMI	7	SATEM	215	SSMI/TRMM	6	SSM/I	905	SSM/I	244	DMSP 11	-1
58001	DMSP 11 SSMT2 Radiances	59	SSMT2	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	33	SSM/T-2	907	SSM/T-2	244	DMSP 11	-1
10011	DMSP 11 SSMI CMSAF All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	128	SSMI CMSAF	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	244	DMSP 11	-1
58002	DMSP 12 SSMT2 Radiances	59	SSMT2	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	33	SSM/T-2	907	SSM/T-2	245	DMSP 12	-1
10006	DMSP 13 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	246	DMSP 13	-1
20005	DMSP 13 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	246	DMSP 13	-1
56004	DMSP 13 SSMI 1DVAR TCWV Cloudy-Sky	57	SSMI 1DVAR TCWV Cloudy-Sky	12	ERS-SSMI-SCAT	127	SSMI	7	SATEM	215	SSMI/TRMM	6	SSM/I	905	SSM/I	246	DMSP 13	-1
10012	DMSP 13 SSMI CMSAF All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	128	SSMI CMSAF	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	246	DMSP 13	-1
10007	DMSP 14 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	247	DMSP 14	-1
20006	DMSP 14 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	247	DMSP 14	-1
56005	DMSP 14 SSMI 1DVAR TCWV Cloudy-Sky	57	SSMI 1DVAR TCWV Cloudy-Sky	12	ERS-SSMI-SCAT	127	SSMI	7	SATEM	215	SSMI/TRMM	6	SSM/I	905	SSM/I	247	DMSP 14	-1
58003	DMSP 14 SSMT2 Radiances	59	SSMT2	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	33	SSM/T-2	907	SSM/T-2	247	DMSP 14	-1
10013	DMSP 14 SSMI CMSAF All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	128	SSMI CMSAF	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	247	DMSP 14	-1
10008	DMSP 15 SSMI All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	127	SSMI	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	248	DMSP 15	-1
20007	DMSP 15 SSMI	21	SSMI	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	6	SSM/I	905	SSM/I	248	DMSP 15	-1
56006	DMSP 15 SSMI 1DVAR TCWV Cloudy-Sky	57	SSMI 1DVAR TCWV Cloudy-Sky	12	ERS-SSMI-SCAT	127	SSMI	7	SATEM	215	SSMI/TRMM	6	SSM/I	905	SSM/I	248	DMSP 15	-1
58004	DMSP 15 SSMT2 Radiances	59	SSMT2	3	Satellite Sounding	55	ATOVS	7	SATEM	210	Radiances	33	SSM/T-2	907	SSM/T-2	248	DMSP 15	-1
10014	DMSP 15 SSMI CMSAF All-sky	11	SSMI All-sky	12	ERS-SSMI-SCAT	128	SSMI CMSAF	16	ALLSKY	215	SSMI/TRMM	6	SSM/I	905	SSM/I	248	DMSP 15	-1
13001	DMSP 16 SSMIS Radiances All-sky	14	SSMIS All-sky	3	Satellite Sounding	49	SSMIS	16	ALLSKY	215	SSMI/TRMM	10	SSMIS	908	SSMIS	249	DMSP 16	-1
24001	DMSP 16 SSMIS Radiances	25	SSMIS	3	Satellite Sounding	49	SSMIS	7	SATEM	210	Radiances	10	SSMIS	908	SSMIS	249	DMSP 16	-1
4002	GOES 8 GEOS Radiances	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	252	GOES 8	-1
4003	GOES 9 GEOS Radiances	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	253	GOES 9	-1
4004	GOES 10 GEOS Radiances	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	254	GOES 10	-1
4005	GOES 11 GEOS Radiances	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	255	GOES 11	-1
4006	GOES 12 GEOS Radiances	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	256	GOES 12	-1
4011	GOES 13 GEOS Radiances	5	GEOS	5	SATOB	89	GEOS Radiances	7	SATEM	210	Radiances	22	IMAGER	615	IMAGER	257	GOES 13	-1
